# Chl-a and CDOM for the 3320 IOP combinations of the Loisel et al.
# (2023, ESSD 15, 3711-3731) synthetic database, expressed in the
# units of Dutkiewicz et al. (2018) Fig. 10a:
#   Chl (mg m-3)       = aph(440) / 0.05582  (Bricaud et al. 1998)
#   CDOM (mmol C m-3)  = ag(450) / 0.18  (Dutkiewicz et al. 2015 ccdom)
# Written by robust/dutkiewicz2018_fig10.py.
index,aph440,ag440,ag450,Chl,CDOM
476,0.014437,0.031963,0.028748,0.258635,0.159711
477,0.009154,0.002382,0.00205,0.163991,0.0113889
478,0.010806,0.012208,0.010213,0.193587,0.0567389
479,0.011887,0.006365,0.005382,0.212952,0.0299
480,0.013337,0.016442,0.014656,0.238929,0.0814222
481,0.029179,0.012728,0.010742,0.522734,0.0596778
482,0.004286,0.003782,0.003378,0.0767825,0.0187667
483,0.004512,0.008956,0.007372,0.0808312,0.0409556
484,0.007721,0.007235,0.005991,0.13832,0.0332833
485,0.009309,0.017101,0.014697,0.166768,0.08165
486,0.01109,0.006714,0.005676,0.198674,0.0315333
487,0.013645,0.006733,0.005613,0.244446,0.0311833
488,0.011573,0.00722,0.005925,0.207327,0.0329167
489,0.012614,0.0114,0.010187,0.225976,0.0565944
490,0.014799,0.007279,0.006109,0.26512,0.0339389
491,0.017191,0.01393,0.011604,0.307972,0.0644667
492,0.019005,0.017427,0.014583,0.340469,0.0810167
493,0.082601,0.028941,0.025692,1.47977,0.142733
494,0.12991,0.027062,0.023459,2.3273,0.130328
495,0.003083,0.002066,0.001867,0.0552311,0.0103722
496,0.00499,0.003341,0.002926,0.0893945,0.0162556
497,0.005166,0.006577,0.005871,0.0925475,0.0326167
498,0.023351,0.010816,0.00906,0.418327,0.0503333
499,0.006198,0.00494,0.004273,0.111035,0.0237389
500,0.00683,0.010129,0.008656,0.122358,0.0480889
501,0.007721,0.00343,0.002867,0.13832,0.0159278
502,0.007946,0.008065,0.006998,0.14235,0.0388778
503,0.009379,0.01191,0.010218,0.168022,0.0567667
504,0.01109,0.011355,0.009366,0.198674,0.0520333
505,0.011926,0.004815,0.003982,0.213651,0.0221222
506,0.016828,0.015458,0.013246,0.301469,0.0735889
507,0.003003,0.001827,0.00151,0.0537979,0.00838889
508,0.00429,0.003644,0.003281,0.0768542,0.0182278
509,0.017076,0.007943,0.007048,0.305912,0.0391556
510,0.00499,0.002894,0.002415,0.0893945,0.0134167
511,0.005903,0.009018,0.007891,0.105751,0.0438389
512,0.006615,0.001487,0.001315,0.118506,0.00730556
513,0.00749,0.00643,0.005359,0.134181,0.0297722
514,0.009736,0.006257,0.005468,0.174418,0.0303778
515,0.012007,0.003942,0.003509,0.215102,0.0194944
516,0.013293,0.009663,0.008718,0.23814,0.0484333
517,0.017287,0.00835,0.006867,0.309692,0.03815
518,0.020003,0.025325,0.021408,0.358348,0.118933
519,0.002018,0.000522,0.000434,0.0361519,0.00241111
520,0.013454,0.035692,0.02953,0.241025,0.164056
521,0.003083,0.003355,0.002763,0.0552311,0.01535
522,0.004286,0.005256,0.004443,0.0767825,0.0246833
523,0.005238,0.000982,0.000811,0.0938373,0.00450556
524,0.00628,0.008693,0.007666,0.112504,0.0425889
525,0.00847,0.015038,0.012454,0.151738,0.0691889
526,0.009379,0.011373,0.009386,0.168022,0.0521444
527,0.010961,0.024325,0.02136,0.196363,0.118667
528,0.01145,0.012257,0.01101,0.205124,0.0611667
529,0.012599,0.002135,0.001789,0.225708,0.00993889
530,0.016828,0.005132,0.004604,0.301469,0.0255778
531,0.016509,0.014707,0.012428,0.295754,0.0690444
532,0.049597,0.064158,0.053972,0.888517,0.299844
533,0.066888,0.026327,0.022778,1.19828,0.126544
534,0.073449,0.016074,0.013628,1.31582,0.0757111
535,0.002702,0.000582,0.000518,0.0484056,0.00287778
536,0.003092,0.001217,0.001045,0.0553923,0.00580556
537,0.004025,0.002122,0.001802,0.0721068,0.0100111
538,0.004821,0.005948,0.005374,0.0863669,0.0298556
539,0.005255,0.006532,0.005638,0.0941419,0.0313222
540,0.006829,0.016478,0.013645,0.12234,0.0758056
541,0.007586,0.011442,0.010236,0.135901,0.0568667
542,0.009172,0.002279,0.001931,0.164314,0.0107278
543,0.008553,0.003694,0.003197,0.153225,0.0177611
544,0.009379,0.007192,0.006092,0.168022,0.0338444
545,0.010159,0.009334,0.008201,0.181996,0.0455611
546,0.015734,0.014735,0.012124,0.28187,0.0673556
547,0.030594,0.007384,0.006233,0.548083,0.0346278
548,0.090765,0.024178,0.021429,1.62603,0.11905
549,0.002347,0.001755,0.001502,0.0420459,0.00834444
550,0.003092,0.002598,0.002153,0.0553923,0.0119611
551,0.004025,0.011725,0.010034,0.0721068,0.0557444
552,0.006198,0.006354,0.005332,0.111035,0.0296222
553,0.054011,0.010953,0.008976,0.967592,0.0498667
554,0.012392,0.001463,0.001218,0.221999,0.00676667
555,0.007126,0.002715,0.002246,0.12766,0.0124778
556,0.01072,0.008068,0.006711,0.192046,0.0372833
557,0.017502,0.011191,0.009995,0.313544,0.0555278
558,0.020157,0.011158,0.009907,0.361107,0.0550389
559,0.004286,0.009711,0.008653,0.0767825,0.0480722
560,0.004689,0.01522,0.013732,0.0840022,0.0762889
561,0.005587,0.004924,0.004451,0.10009,0.0247278
562,0.00748,0.006868,0.005855,0.134002,0.0325278
563,0.008255,0.002624,0.002234,0.147886,0.0124111
564,0.009172,0.013455,0.011106,0.164314,0.0617
565,0.018197,0.024148,0.021777,0.325994,0.120983
566,0.01098,0.004242,0.003567,0.196704,0.0198167
567,0.02675,0.018315,0.01608,0.479219,0.0893333
568,0.004286,0.004391,0.003781,0.0767825,0.0210056
569,0.004689,0.003503,0.003089,0.0840022,0.0171611
570,0.006615,0.007141,0.006005,0.118506,0.0333611
571,0.009668,0.007233,0.006469,0.1732,0.0359389
572,0.01109,0.034475,0.028951,0.198674,0.160839
573,0.011609,0.02261,0.018867,0.207972,0.104817
574,0.012758,0.038587,0.032407,0.228556,0.180039
575,0.014658,0.018893,0.016528,0.262594,0.0918222
576,0.013193,0.010575,0.009171,0.236349,0.05095
577,0.017191,0.011743,0.010022,0.307972,0.0556778
578,0.005032,0.004715,0.00407,0.0901469,0.0226111
579,0.005818,0.005309,0.004762,0.104228,0.0264556
580,0.007381,0.010506,0.00875,0.132229,0.0486111
581,0.009172,0.005337,0.004509,0.164314,0.02505
582,0.010582,0.009243,0.008142,0.189574,0.0452333
583,0.013073,0.005033,0.004133,0.234199,0.0229611
584,0.023525,0.028171,0.025026,0.421444,0.139033
585,0.00483,0.002834,0.002488,0.0865281,0.0138222
586,0.005166,0.001678,0.001457,0.0925475,0.00809444
587,0.013677,0.014364,0.012375,0.24502,0.06875
588,0.006895,0.004352,0.003846,0.123522,0.0213667
589,0.007381,0.003868,0.003432,0.132229,0.0190667
590,0.008347,0.003384,0.002853,0.149534,0.01585
591,0.01003,0.004744,0.004216,0.179685,0.0234222
592,0.012528,0.013127,0.011273,0.224436,0.0626278
593,0.018186,0.010803,0.00949,0.325797,0.0527222
594,0.00483,0.00134,0.001158,0.0865281,0.00643333
595,0.005272,0.011615,0.009581,0.0944464,0.0532278
596,0.005629,0.005232,0.004633,0.100842,0.0257389
597,0.006845,0.008901,0.008053,0.122626,0.0447389
598,0.006216,0.002157,0.001841,0.111358,0.0102278
599,0.008553,0.002855,0.00236,0.153225,0.0131111
600,0.009379,0.006037,0.005103,0.168022,0.02835
601,0.011524,0.017538,0.015073,0.206449,0.0837389
602,0.013454,0.004114,0.003533,0.241025,0.0196278
603,0.032517,0.024154,0.021631,0.582533,0.120172
604,0.036417,0.060509,0.049556,0.652401,0.275311
605,0.12495,0.031856,0.027808,2.23844,0.154489
606,0.004066,0.000834,0.000709,0.0728413,0.00393889
607,0.005166,0.00104,0.000905,0.0925475,0.00502778
608,0.006734,0.004877,0.00441,0.120638,0.0245
609,0.012629,0.005301,0.004757,0.226245,0.0264278
610,0.007638,0.01506,0.012904,0.136833,0.0716889
611,0.007946,0.004689,0.004032,0.14235,0.0224
612,0.009424,0.005817,0.005135,0.168828,0.0285278
613,0.010099,0.002198,0.00198,0.180921,0.011
614,0.012091,0.010343,0.008604,0.216607,0.0478
615,0.025801,0.016505,0.014863,0.462218,0.0825722
616,0.00429,0.00581,0.005094,0.0768542,0.0283
617,0.004619,0.002358,0.001973,0.0827481,0.0109611
618,0.005255,0.011791,0.009681,0.0941419,0.0537833
619,0.005829,0.004161,0.003551,0.104425,0.0197278
620,0.019878,0.01535,0.013002,0.356109,0.0722333
621,0.00847,0.001945,0.001628,0.151738,0.00904444
622,0.009401,0.00584,0.004914,0.168416,0.0273
623,0.012431,0.022045,0.01869,0.222698,0.103833
624,0.01267,0.01193,0.010101,0.22698,0.0561167
625,0.014147,0.002646,0.00218,0.25344,0.0121111
626,0.065779,0.10709,0.091849,1.17841,0.510272
627,0.004362,0.005447,0.004736,0.078144,0.0263111
628,0.005574,0.004725,0.003998,0.0998567,0.0222111
629,0.00628,0.004814,0.004168,0.112504,0.0231556
630,0.006647,0.004461,0.003983,0.119079,0.0221278
631,0.003919,0.001004,0.000903,0.0702078,0.00501667
632,0.008255,0.005135,0.004446,0.147886,0.0247
633,0.009172,0.003285,0.002814,0.164314,0.0156333
634,0.017666,0.024763,0.021538,0.316482,0.119656
635,0.018197,0.010638,0.00925,0.325994,0.0513889
636,0.023322,0.027646,0.023205,0.417807,0.128917
637,0.004734,0.006035,0.005183,0.0848083,0.0287944
638,0.005903,0.005063,0.004362,0.105751,0.0242333
639,0.006314,0.00667,0.005982,0.113114,0.0332333
640,0.007235,0.002947,0.002601,0.129613,0.01445
641,0.009172,0.0095,0.00822,0.164314,0.0456667
642,0.005533,0.004463,0.00382,0.0991222,0.0212222
643,0.012614,0.026857,0.022799,0.225976,0.126661
644,0.00429,0.008498,0.007163,0.0768542,0.0397944
645,0.005272,0.005394,0.004419,0.0944464,0.02455
646,0.006198,0.006806,0.00561,0.111035,0.0311667
647,0.007804,0.005748,0.005154,0.139807,0.0286333
648,0.008844,0.003253,0.002676,0.158438,0.0148667
649,0.01267,0.005241,0.004665,0.22698,0.0259167
650,0.002018,0.001086,0.000892,0.0361519,0.00495556
651,0.00429,0.002633,0.002244,0.0768542,0.0124667
652,0.005298,0.008606,0.007602,0.0949122,0.0422333
653,0.052869,0.035951,0.030294,0.947134,0.1683
654,0.007617,0.011948,0.010736,0.136456,0.0596444
655,0.008512,0.016232,0.014253,0.15249,0.0791833
656,0.011926,0.012411,0.010352,0.213651,0.0575111
657,0.00198,0.004559,0.004094,0.0354712,0.0227444
658,0.004136,0.000931,0.000813,0.0740953,0.00451667
659,0.004689,0.004076,0.00364,0.0840022,0.0202222
660,0.005166,0.000683,0.000609,0.0925475,0.00338333
661,0.005629,0.010367,0.009322,0.100842,0.0517889
662,0.006739,0.003281,0.002767,0.120727,0.0153722
663,0.008247,0.012405,0.011128,0.147743,0.0618222
664,0.01075,0.003798,0.003273,0.192583,0.0181833
665,0.003533,0.002533,0.002075,0.0632927,0.0115278
666,0.010123,0.013155,0.011191,0.181351,0.0621722
667,0.017191,0.007975,0.007092,0.307972,0.0394
668,0.017812,0.006172,0.005233,0.319097,0.0290722
669,0.021448,0.010455,0.009,0.384235,0.05
670,0.026756,0.013332,0.011725,0.479326,0.0651389
671,0.054068,0.029484,0.024552,0.968613,0.1364
672,0.004025,0.002867,0.002391,0.0721068,0.0132833
673,0.006052,0.006473,0.005333,0.10842,0.0296278
674,0.007377,0.00263,0.00238,0.132157,0.0132222
675,0.024237,0.013094,0.011113,0.434199,0.0617389
676,0.02092,0.010055,0.008553,0.374776,0.0475167
677,0.030594,0.013397,0.012113,0.548083,0.0672944
678,0.036879,0.017618,0.015772,0.660677,0.0876222
679,0.002548,0.001519,0.00136,0.0456467,0.00755556
680,0.004001,0.002383,0.002078,0.0716768,0.0115444
681,0.004512,0.004251,0.003755,0.0808312,0.0208611
682,0.006198,0.006088,0.005321,0.111035,0.0295611
683,0.00683,0.008373,0.00739,0.122358,0.0410556
684,0.007586,0.005032,0.00438,0.135901,0.0243333
685,0.007946,0.009279,0.00805,0.14235,0.0447222
686,0.010574,0.009845,0.008356,0.18943,0.0464222
687,0.019974,0.02722,0.024108,0.357829,0.133933
688,0.091875,0.030431,0.025449,1.64592,0.141383
689,0.004136,0.002536,0.002233,0.0740953,0.0124056
690,0.005255,0.006895,0.005734,0.0941419,0.0318556
691,0.006615,0.001044,0.000877,0.118506,0.00487222
692,0.008219,0.01364,0.011364,0.147241,0.0631333
693,0.047366,0.03804,0.033798,0.848549,0.187767
694,0.004066,0.001528,0.001373,0.0728413,0.00762778
695,0.005272,0.017455,0.014858,0.0944464,0.0825444
696,0.005924,0.004462,0.003764,0.106127,0.0209111
697,0.007586,0.012293,0.011,0.135901,0.0611111
698,0.026036,0.041171,0.034924,0.466428,0.194022
699,0.008603,0.047199,0.0423,0.15412,0.235
700,0.012007,0.00501,0.00427,0.215102,0.0237222
701,0.015178,0.010926,0.009115,0.27191,0.0506389
702,0.017191,0.001362,0.001136,0.307972,0.00631111
703,0.018423,0.005508,0.00494,0.330043,0.0274444
704,0.021517,0.008751,0.007359,0.385471,0.0408833
705,0.04304,0.043593,0.036036,0.77105,0.2002
706,0.00448,0.002603,0.002251,0.080258,0.0125056
707,0.006006,0.005336,0.004794,0.107596,0.0266333
708,0.007512,0.00477,0.004213,0.134575,0.0234056
709,0.017418,0.005326,0.00464,0.312039,0.0257778
710,0.009607,0.01121,0.009427,0.172107,0.0523722
711,0.01109,0.048872,0.044042,0.198674,0.244678
712,0.013084,0.008155,0.007072,0.234396,0.0392889
713,0.004251,0.001925,0.00165,0.0761555,0.00916667
714,0.005326,0.002966,0.00244,0.0954138,0.0135556
715,0.007806,0.004024,0.003566,0.139842,0.0198111
716,0.008363,0.004002,0.003579,0.149821,0.0198833
717,0.009329,0.029104,0.024686,0.167126,0.137144
718,0.010741,0.007589,0.006793,0.192422,0.0377389
719,0.024483,0.015439,0.012661,0.438606,0.0703389
720,0.005753,0.005958,0.005335,0.103063,0.0296389
721,0.027931,0.008829,0.007793,0.500376,0.0432944
722,0.00514,0.002865,0.00244,0.0920817,0.0135556
723,0.006311,0.008311,0.006931,0.11306,0.0385056
724,0.007235,0.005818,0.004845,0.129613,0.0269167
725,0.007946,0.010373,0.008938,0.14235,0.0496556
726,0.009172,0.007023,0.005889,0.164314,0.0327167
727,0.010741,0.005083,0.004197,0.192422,0.0233167
728,0.011447,0.022728,0.018793,0.20507,0.104406
729,0.00429,0.003993,0.003537,0.0768542,0.01965
730,0.004845,0.025296,0.02167,0.0867968,0.120389
731,0.075504,0.038661,0.033686,1.35263,0.187144
732,0.009379,0.014421,0.012064,0.168022,0.0670222
733,0.01096,0.002785,0.002471,0.196345,0.0137278
734,0.017603,0.005065,0.004253,0.315353,0.0236278
735,0.00429,0.001866,0.00161,0.0768542,0.00894444
736,0.00628,0.003762,0.003212,0.112504,0.0178444
737,0.007381,0.005589,0.004927,0.132229,0.0273722
738,0.008255,0.010092,0.009054,0.147886,0.0503
739,0.009015,0.018199,0.015984,0.161501,0.0888
740,0.020964,0.014566,0.012025,0.375564,0.0668056
741,0.1043,0.047649,0.041133,1.86851,0.228517
742,0.030722,0.008039,0.007085,0.550376,0.0393611
743,0.00429,0.002067,0.001821,0.0768542,0.0101167
744,0.005629,0.004962,0.00416,0.100842,0.0231111
745,0.011106,0.009323,0.007809,0.198961,0.0433833
746,0.037177,0.026708,0.024115,0.666016,0.133972
747,0.002347,0.006004,0.004975,0.0420459,0.0276389
748,0.004031,0.001564,0.001306,0.0722143,0.00725556
749,0.004845,0.005854,0.005128,0.0867968,0.0284889
750,0.005166,0.001603,0.001357,0.0925475,0.00753889
751,0.006983,0.012712,0.011167,0.125099,0.0620389
752,0.007512,0.034999,0.028856,0.134575,0.160311
753,0.008891,0.012304,0.010868,0.15928,0.0603778
754,0.00847,0.012122,0.010663,0.151738,0.0592389
755,0.009097,0.002714,0.002414,0.16297,0.0134111
756,0.023244,0.015261,0.012817,0.41641,0.0712056
757,0.050441,0.019238,0.016596,0.903637,0.0922
758,0.073449,0.013469,0.011417,1.31582,0.0634278
759,0.002548,0.001268,0.001042,0.0456467,0.00578889
760,0.004025,0.00089,0.000781,0.0721068,0.00433889
761,0.00683,0.003351,0.003009,0.122358,0.0167167
762,0.008363,0.013114,0.010963,0.149821,0.0609056
763,0.009607,0.008908,0.007771,0.172107,0.0431722
764,0.009498,0.004735,0.004026,0.170154,0.0223667
765,0.013299,0.001603,0.001368,0.238248,0.0076
766,0.004136,0.007854,0.006978,0.0740953,0.0387667
767,0.005533,0.008242,0.007401,0.0991222,0.0411167
768,0.005851,0.001999,0.001781,0.104819,0.00989444
769,0.00698,0.003255,0.002711,0.125045,0.0150611
770,0.007783,0.007455,0.006545,0.13943,0.0363611
771,0.007946,0.002323,0.002022,0.14235,0.0112333
772,0.010815,0.00358,0.003035,0.193748,0.0168611
773,0.012528,0.004132,0.003445,0.224436,0.0191389
774,0.025614,0.021139,0.017717,0.458868,0.0984278
775,0.009379,0.010317,0.008859,0.168022,0.0492167
776,0.047811,0.016364,0.013875,0.856521,0.0770833
777,0.048417,0.025591,0.022305,0.867377,0.123917
778,0.006615,0.003279,0.002911,0.118506,0.0161722
779,0.007263,0.002439,0.002069,0.130115,0.0114944
780,0.008512,0.004907,0.004438,0.15249,0.0246556
781,0.009379,0.003502,0.00308,0.168022,0.0171111
782,0.015157,0.025667,0.021788,0.271534,0.121044
783,0.022281,0.003427,0.002923,0.399158,0.0162389
784,0.04304,0.014527,0.012724,0.77105,0.0706889
785,0.057709,0.011067,0.009071,1.03384,0.0503944
786,0.003003,0.006731,0.006016,0.0537979,0.0334222
787,0.008553,0.002652,0.002302,0.153225,0.0127889
788,0.004001,0.005577,0.004688,0.0716768,0.0260444
789,0.005166,0.002343,0.002087,0.0925475,0.0115944
790,0.006135,0.003593,0.003113,0.109907,0.0172944
791,0.006951,0.007291,0.00607,0.124525,0.0337222
792,0.007721,0.006835,0.005966,0.13832,0.0331444
793,0.008363,0.00093,0.000835,0.149821,0.00463889
794,0.012599,0.002142,0.001833,0.225708,0.0101833
795,0.016509,0.00739,0.006506,0.295754,0.0361444
796,0.00429,0.008187,0.007311,0.0768542,0.0406167
797,0.005533,0.006008,0.005069,0.0991222,0.0281611
798,0.008603,0.006193,0.005483,0.15412,0.0304611
799,0.005753,0.002234,0.001926,0.103063,0.0107
800,0.006836,0.007878,0.007,0.122465,0.0388889
801,0.007806,0.00361,0.003233,0.139842,0.0179611
802,0.008193,0.002676,0.002373,0.146775,0.0131833
803,0.009379,0.007166,0.006397,0.168022,0.0355389
804,0.011447,0.005841,0.005117,0.20507,0.0284278
805,0.029888,0.014907,0.012266,0.535435,0.0681444
806,0.002018,0.001017,0.000872,0.0361519,0.00484444
807,0.004734,0.003951,0.003487,0.0848083,0.0193722
808,0.005272,0.002582,0.002237,0.0944464,0.0124278
809,0.009747,0.011167,0.009273,0.174615,0.0515167
810,0.006006,0.002239,0.001895,0.107596,0.0105278
811,0.007579,0.011014,0.009435,0.135776,0.0524167
812,0.009192,0.006573,0.005596,0.164672,0.0310889
813,0.019942,0.005088,0.004223,0.357255,0.0234611
814,0.005851,0.011739,0.010225,0.104819,0.0568056
815,0.006734,0.00301,0.002527,0.120638,0.0140389
816,0.007349,0.005921,0.005274,0.131655,0.0293
817,0.010123,0.003292,0.002961,0.181351,0.01645
818,0.014918,0.03757,0.032859,0.267252,0.18255
819,0.12495,0.2014,0.16793,2.23844,0.932944
820,0.007946,0.008252,0.006851,0.14235,0.0380611
821,0.004286,0.003578,0.003117,0.0767825,0.0173167
822,0.005255,0.002591,0.002127,0.0941419,0.0118167
823,0.00628,0.009688,0.008251,0.112504,0.0458389
824,0.006836,0.00669,0.005852,0.122465,0.0325111
825,0.008837,0.006079,0.005013,0.158312,0.02785
826,0.012202,0.025234,0.020871,0.218595,0.11595
827,0.021151,0.029575,0.024578,0.378914,0.136544
828,0.005032,0.004642,0.004094,0.0901469,0.0227444
829,0.005818,0.007022,0.006175,0.104228,0.0343056
830,0.007414,0.005526,0.004625,0.13282,0.0256944
831,0.027283,0.011091,0.009755,0.488767,0.0541944
832,0.015932,0.013382,0.011288,0.285417,0.0627111
833,0.02675,0.026901,0.023171,0.479219,0.128728
834,0.005272,0.009488,0.007793,0.0944464,0.0432944
835,0.005829,0.00253,0.002183,0.104425,0.0121278
836,0.006845,0.00569,0.004661,0.122626,0.0258944
837,0.007235,0.008745,0.007534,0.129613,0.0418556
838,0.009309,0.002713,0.002334,0.166768,0.0129667
839,0.010453,0.006799,0.005697,0.187263,0.03165
840,0.012695,0.005445,0.004739,0.227427,0.0263278
841,0.070549,0.027077,0.023415,1.26387,0.130083
842,0.011915,0.011804,0.010043,0.213454,0.0557944
843,0.00429,0.004358,0.003891,0.0768542,0.0216167
844,0.00514,0.002542,0.002132,0.0920817,0.0118444
845,0.006052,0.008365,0.007153,0.10842,0.0397389
846,0.006314,0.005487,0.004653,0.113114,0.02585
847,0.007381,0.016237,0.013565,0.132229,0.0753611
848,0.009607,0.006514,0.005765,0.172107,0.0320278
849,0.015584,0.008316,0.006906,0.279183,0.0383667
850,0.018641,0.013537,0.01119,0.333948,0.0621667
851,0.002761,0.003779,0.003321,0.0494626,0.01845
852,0.003085,0.006095,0.005129,0.0552669,0.0284944
853,0.010184,0.004294,0.003594,0.182444,0.0199667
854,0.004001,0.001623,0.00142,0.0716768,0.00788889
855,0.005012,0.005998,0.005282,0.0897886,0.0293444
856,0.005272,0.001693,0.001506,0.0944464,0.00836667
857,0.005629,0.007288,0.006171,0.100842,0.0342833
858,0.006996,0.002399,0.002058,0.125331,0.0114333
859,0.007946,0.005857,0.004878,0.14235,0.0271
860,0.004153,0.01026,0.009039,0.0743999,0.0502167
861,0.005862,0.005181,0.004606,0.105016,0.0255889
862,0.006983,0.003347,0.002901,0.125099,0.0161167
863,0.007617,0.003849,0.003321,0.136456,0.01845
864,0.073246,0.015768,0.012968,1.31218,0.0720444
865,0.008512,0.006535,0.005466,0.15249,0.0303667
866,0.010806,0.01083,0.009672,0.193587,0.0537333
867,0.013193,0.00527,0.004744,0.236349,0.0263556
868,0.00198,0.00266,0.002261,0.0354712,0.0125611
869,0.002347,0.001381,0.001246,0.0420459,0.00692222
870,0.004025,0.003521,0.003143,0.0721068,0.0174611
871,0.005829,0.005566,0.004698,0.104425,0.0261
872,0.008013,0.004814,0.004137,0.143551,0.0229833
873,0.009015,0.006258,0.005364,0.161501,0.0298
874,0.029888,0.029693,0.02478,0.535435,0.137667
875,0.019532,0.014932,0.012324,0.34991,0.0684667
876,0.040626,0.017161,0.014343,0.727804,0.0796833
877,0.073449,0.007994,0.006879,1.31582,0.0382167
878,0.004136,0.00534,0.0047,0.0740953,0.0261111
879,0.005851,0.002154,0.001926,0.104819,0.0107
880,0.006941,0.006958,0.005761,0.124346,0.0320056
881,0.007235,0.00375,0.003079,0.129613,0.0171056
882,0.008425,0.012815,0.010553,0.150932,0.0586278
883,0.009097,0.002348,0.001993,0.16297,0.0110722
884,0.010144,0.004506,0.00404,0.181727,0.0224444
885,0.004379,0.00476,0.004275,0.0784486,0.02375
886,0.003224,0.004819,0.004196,0.0577571,0.0233111
887,0.03952,0.066776,0.056315,0.70799,0.312861
888,0.012091,0.013014,0.011562,0.216607,0.0642333
889,0.013874,0.008755,0.007897,0.248549,0.0438722
890,0.025614,0.010544,0.008874,0.458868,0.0493
891,0.080628,0.016531,0.014744,1.44443,0.0819111
892,0.006042,0.005269,0.004474,0.108241,0.0248556
893,0.006693,0.00214,0.001789,0.119903,0.00993889
894,0.007235,0.026592,0.022737,0.129613,0.126317
895,0.009535,0.005757,0.005016,0.170817,0.0278667
896,0.024666,0.021179,0.017652,0.441885,0.0980667
897,0.033563,0.027647,0.024265,0.601272,0.134806
898,0.016853,0.0143,0.012731,0.301917,0.0707278
899,0.004734,0.006977,0.006114,0.0848083,0.0339667
900,0.005574,0.003216,0.00269,0.0998567,0.0149444
901,0.005829,0.015203,0.013081,0.104425,0.0726722
902,0.00748,0.006659,0.00587,0.134002,0.0326111
903,0.009379,0.007784,0.006546,0.168022,0.0363667
904,0.020808,0.01509,0.013433,0.37277,0.0746278
905,0.004025,0.007586,0.00626,0.0721068,0.0347778
906,0.006829,0.012013,0.010631,0.12234,0.0590611
907,0.008646,0.00568,0.005096,0.154891,0.0283111
908,0.036879,0.004983,0.004475,0.660677,0.0248611
909,0.014799,0.004947,0.004133,0.26512,0.0229611
910,0.003752,0.001763,0.001477,0.0672161,0.00820556
911,0.008646,0.001893,0.001578,0.154891,0.00876667
912,0.010512,0.002748,0.002309,0.18832,0.0128278
913,0.016699,0.014086,0.011814,0.299158,0.0656333
914,0.019608,0.006509,0.00535,0.351272,0.0297222
915,0.00417,0.009027,0.007796,0.0747044,0.0433111
916,0.004886,0.006205,0.00519,0.0875313,0.0288333
917,0.00514,0.002653,0.002301,0.0920817,0.0127833
918,0.005753,0.00445,0.003664,0.103063,0.0203556
919,0.006996,0.010211,0.009238,0.125331,0.0513222
920,0.015087,0.01479,0.013231,0.270279,0.0735056
921,0.008057,0.007134,0.005852,0.144339,0.0325111
922,0.1043,0.027772,0.023736,1.86851,0.131867
923,0.002548,0.007558,0.006606,0.0456467,0.0367
924,0.005047,0.004861,0.00416,0.0904156,0.0231111
925,0.005629,0.015352,0.013481,0.100842,0.0748944
926,0.006845,0.012028,0.010712,0.122626,0.0595111
927,0.011933,0.009329,0.007898,0.213776,0.0438778
928,0.054068,0.022273,0.018821,0.968613,0.104561
929,0.005255,0.002211,0.001848,0.0941419,0.0102667
930,0.006198,0.012971,0.011335,0.111035,0.0629722
931,0.003323,0.003294,0.002933,0.0595306,0.0162944
932,0.006314,0.012738,0.011241,0.113114,0.06245
933,0.009379,0.006902,0.006034,0.168022,0.0335222
934,0.010678,0.005074,0.004443,0.191293,0.0246833
935,0.021977,0.014481,0.011942,0.393712,0.0663444
936,0.066888,0.019129,0.016048,1.19828,0.0891556
937,0.005465,0.003366,0.002959,0.097904,0.0164389
938,0.005829,0.00376,0.003202,0.104425,0.0177889
939,0.007235,0.005968,0.005002,0.129613,0.0277889
940,0.008553,0.006003,0.004991,0.153225,0.0277278
941,0.009159,0.013862,0.011461,0.164081,0.0636722
942,0.044279,0.023399,0.020432,0.793246,0.113511
943,0.017873,0.006188,0.005275,0.32019,0.0293056
944,0.040626,0.048566,0.043645,0.727804,0.242472
945,0.00429,0.007932,0.007022,0.0768542,0.0390111
946,0.01072,0.011132,0.009234,0.192046,0.0513
947,0.012599,0.010507,0.009121,0.225708,0.0506722
948,0.004001,0.001432,0.001213,0.0716768,0.00673889
949,0.004734,0.006658,0.00557,0.0848083,0.0309444
950,0.008512,0.006509,0.005746,0.15249,0.0319222
951,0.009703,0.005179,0.004433,0.173827,0.0246278
952,0.005255,0.006624,0.005858,0.0941419,0.0325444
953,0.013874,0.007511,0.006244,0.248549,0.0346889
954,0.005629,0.00725,0.006556,0.100842,0.0364222
955,0.007235,0.023272,0.019503,0.129613,0.10835
956,0.009633,0.007904,0.007136,0.172573,0.0396444
957,0.006052,0.001589,0.001383,0.10842,0.00768333
958,0.007865,0.001992,0.001758,0.140899,0.00976667
959,0.009855,0.002942,0.002608,0.17655,0.0144889
960,0.01003,0.002943,0.002492,0.179685,0.0138444
961,0.016045,0.00704,0.005813,0.287442,0.0322944
962,0.004025,0.006639,0.006003,0.0721068,0.03335
963,0.005329,0.002833,0.002379,0.0954676,0.0132167
964,0.020671,0.010508,0.00897,0.370315,0.0498333
965,0.007466,0.00338,0.002823,0.133751,0.0156833
966,0.008255,0.001987,0.001642,0.147886,0.00912222
