# Chl-a and CDOM for the 3320 IOP combinations of the Loisel et al.
# (2023, ESSD 15, 3711-3731) synthetic database, expressed in the
# units of Dutkiewicz et al. (2018) Fig. 10a:
#   Chl (mg m-3)       = aph(440) / 0.05582  (Bricaud et al. 1998)
#   CDOM (mmol C m-3)  = ag(450) / 0.18  (Dutkiewicz et al. 2015 ccdom)
# Written by robust/dutkiewicz2018_fig10.py.
index,aph440,ag440,ag450,Chl,CDOM
967,0.009379,0.009052,0.00743,0.168022,0.0412778
968,0.02814,0.017282,0.015451,0.50412,0.0858389
969,0.006006,0.003722,0.003198,0.107596,0.0177667
970,0.006846,0.005211,0.004343,0.122644,0.0241278
971,0.007783,0.004164,0.003535,0.13943,0.0196389
972,0.00847,0.00942,0.007748,0.151738,0.0430444
973,0.029888,0.073093,0.060162,0.535435,0.334233
974,0.005907,0.006301,0.005176,0.105822,0.0287556
975,0.013247,0.0177,0.015104,0.237316,0.0839111
976,0.006615,0.011298,0.010154,0.118506,0.0564111
977,0.00749,0.008006,0.006934,0.134181,0.0385222
978,0.008255,0.006512,0.005706,0.147886,0.0317
979,0.009309,0.031214,0.027867,0.166768,0.154817
980,0.015049,0.003047,0.00272,0.269599,0.0151111
981,0.002516,0.001686,0.001407,0.0450735,0.00781667
982,0.005272,0.010973,0.009422,0.0944464,0.0523444
983,0.006052,0.004003,0.003296,0.10842,0.0183111
984,0.006311,0.00713,0.005844,0.11306,0.0324667
985,0.007594,0.00422,0.003665,0.136044,0.0203611
986,0.00866,0.004355,0.003592,0.155142,0.0199556
987,0.007946,0.016037,0.013982,0.14235,0.0776778
988,0.012599,0.01574,0.013923,0.225708,0.07735
989,0.004734,0.002712,0.002347,0.0848083,0.0130389
990,0.006829,0.004332,0.003817,0.12234,0.0212056
991,0.007508,0.003681,0.003181,0.134504,0.0176722
992,0.021439,0.020597,0.017847,0.384074,0.09915
993,0.003061,0.000541,0.000477,0.054837,0.00265
994,0.003752,0.00602,0.005375,0.0672161,0.0298611
995,0.005907,0.001481,0.001285,0.105822,0.00713889
996,0.007946,0.001376,0.001184,0.14235,0.00657778
997,0.012661,0.005057,0.00432,0.226818,0.024
998,0.027272,0.008921,0.007353,0.48857,0.04085
999,0.009997,0.005846,0.005121,0.179094,0.02845
1000,0.017873,0.027522,0.023255,0.32019,0.129194
1001,0.048935,0.07873,0.068151,0.876657,0.378617
1002,0.080628,0.09495,0.082251,1.44443,0.45695
1003,0.005298,0.001605,0.001341,0.0949122,0.00745
1004,0.005829,0.008777,0.00732,0.104425,0.0406667
1005,0.006895,0.003628,0.003045,0.123522,0.0169167
1006,0.007414,0.000983,0.000822,0.13282,0.00456667
1007,0.008219,0.013282,0.011431,0.147241,0.0635056
1008,0.009015,0.003037,0.0026,0.161501,0.0144444
1009,0.003491,0.003473,0.003139,0.0625403,0.0174389
1010,0.014147,0.003907,0.003319,0.25344,0.0184389
1011,0.025113,0.004477,0.004011,0.449893,0.0222833
1012,0.12574,0.041773,0.036881,2.2526,0.204894
1013,0.004689,0.009658,0.008217,0.0840022,0.04565
1014,0.007806,0.00214,0.001879,0.139842,0.0104389
1015,0.008579,0.022563,0.018908,0.15369,0.105044
1016,0.012625,0.005838,0.005143,0.226173,0.0285722
1017,0.026399,0.013172,0.011872,0.472931,0.0659556
1018,0.034134,0.026382,0.023174,0.611501,0.128744
1019,0.066888,0.096241,0.082369,1.19828,0.457606
1020,0.14956,0.085106,0.07102,2.67933,0.394556
1021,0.004001,0.00191,0.001568,0.0716768,0.00871111
1022,0.005255,0.01527,0.012897,0.0941419,0.07165
1023,0.007617,0.00825,0.006948,0.136456,0.0386
1024,0.009015,0.002496,0.002135,0.161501,0.0118611
1025,0.01098,0.002718,0.002332,0.196704,0.0129556
1026,0.003711,0.001933,0.001602,0.0664815,0.0089
1027,0.005389,0.002888,0.002512,0.0965425,0.0139556
1028,0.009498,0.02575,0.022256,0.170154,0.123644
1029,0.02107,0.004509,0.003996,0.377463,0.0222
1030,0.13242,0.43183,0.36224,2.37227,2.01244
1031,0.062216,0.026479,0.022544,1.11458,0.125244
1032,0.004886,0.000597,0.000511,0.0875313,0.00283889
1033,0.005255,0.003518,0.003071,0.0941419,0.0170611
1034,0.006241,0.003745,0.00316,0.111806,0.0175556
1035,0.006941,0.006387,0.005717,0.124346,0.0317611
1036,0.007235,0.007379,0.006673,0.129613,0.0370722
1037,0.008363,0.003321,0.002831,0.149821,0.0157278
1038,0.009542,0.009093,0.007702,0.170942,0.0427889
1039,0.013011,0.002657,0.002268,0.233089,0.0126
1040,0.014658,0.005301,0.00438,0.262594,0.0243333
1041,0.030568,0.048761,0.041402,0.547617,0.230011
1042,0.031039,0.052146,0.044972,0.556055,0.249844
1043,0.061496,0.056691,0.04867,1.10168,0.270389
1044,0.005166,0.00205,0.001807,0.0925475,0.0100389
1045,0.006752,0.014894,0.013408,0.12096,0.0744889
1046,0.007617,0.005035,0.004234,0.136456,0.0235222
1047,0.009379,0.00693,0.006168,0.168022,0.0342667
1048,0.010771,0.010429,0.009176,0.19296,0.0509778
1049,0.002347,0.002537,0.002237,0.0420459,0.0124278
1050,0.005166,0.020797,0.017816,0.0925475,0.0989778
1051,0.005851,0.00486,0.004166,0.104819,0.0231444
1052,0.006314,0.005415,0.004528,0.113114,0.0251556
1053,0.035149,0.035854,0.031583,0.629685,0.175461
1054,0.007806,0.00477,0.003957,0.139842,0.0219833
1055,0.009214,0.002465,0.002062,0.165066,0.0114556
1056,0.023244,0.018016,0.014796,0.41641,0.0822
1057,0.00293,0.003941,0.003502,0.0524901,0.0194556
1058,0.006836,0.007653,0.006309,0.122465,0.03505
1059,0.009154,0.010138,0.009132,0.163991,0.0507333
1060,0.01003,0.014197,0.012541,0.179685,0.0696722
1061,0.013114,0.005139,0.004646,0.234934,0.0258111
1062,0.015532,0.014751,0.01248,0.278252,0.0693333
1063,0.002208,0.003259,0.002694,0.0395557,0.0149667
1064,0.050638,0.057566,0.050761,0.907166,0.282006
1065,0.005574,0.003284,0.002806,0.0998567,0.0155889
1066,0.007215,0.005368,0.004782,0.129255,0.0265667
1067,0.008837,0.00366,0.003149,0.158312,0.0174944
1068,0.018968,0.015362,0.013133,0.339807,0.0729611
1069,0.020927,0.010023,0.0089,0.374901,0.0494444
1070,0.005851,0.017429,0.015267,0.104819,0.0848167
1071,0.00847,0.008568,0.007217,0.151738,0.0400944
1072,0.012091,0.006661,0.005703,0.216607,0.0316833
1073,0.075504,0.021168,0.018883,1.35263,0.104906
1074,0.104,0.007145,0.006223,1.86313,0.0345722
1075,0.054917,0.060132,0.051855,0.983823,0.288083
1076,0.006198,0.005664,0.004926,0.111035,0.0273667
1077,0.006314,0.002864,0.002446,0.113114,0.0135889
1078,0.008528,0.007329,0.006619,0.152777,0.0367722
1079,0.01096,0.002692,0.002299,0.196345,0.0127722
1080,0.01381,0.015688,0.012932,0.247402,0.0718444
1081,0.016062,0.006493,0.005813,0.287746,0.0322944
1082,0.04821,0.032471,0.027307,0.863669,0.151706
1083,0.005166,0.002476,0.002033,0.0925475,0.0112944
1084,0.006042,0.00453,0.003857,0.108241,0.0214278
1085,0.007578,0.013121,0.011048,0.135758,0.0613778
1086,0.060284,0.02456,0.021723,1.07997,0.120683
1087,0.003711,0.003392,0.002978,0.0664815,0.0165444
1088,0.005255,0.005325,0.004602,0.0941419,0.0255667
1089,0.00628,0.011634,0.010477,0.112504,0.0582056
1090,0.029179,0.01214,0.01057,0.522734,0.0587222
1091,0.006052,0.006541,0.005708,0.10842,0.0317111
1092,0.006836,0.010952,0.009629,0.122465,0.0534944
1093,0.019974,0.026887,0.02242,0.357829,0.124556
1094,0.005255,0.006596,0.005706,0.0941419,0.0317
1095,0.013595,0.057411,0.047922,0.243551,0.266233
1096,0.036493,0.008172,0.006833,0.653762,0.0379611
1097,0.004886,0.000594,0.000534,0.0875313,0.00296667
1098,0.00293,0.0015,0.001319,0.0524901,0.00732778
1099,0.005255,0.005215,0.004687,0.0941419,0.0260389
1100,0.006198,0.003547,0.003192,0.111035,0.0177333
1101,0.006615,0.007174,0.00609,0.118506,0.0338333
1102,0.007743,0.002238,0.001941,0.138714,0.0107833
1103,0.008363,0.006494,0.005367,0.149821,0.0298167
1104,0.009172,0.011936,0.010359,0.164314,0.05755
1105,0.011348,0.003894,0.003469,0.203296,0.0192722
1106,0.004619,0.003038,0.002604,0.0827481,0.0144667
1107,0.006052,0.001179,0.000971,0.10842,0.00539444
1108,0.017512,0.026272,0.023373,0.313723,0.12985
1109,0.03565,0.036456,0.030794,0.63866,0.171078
1110,0.015495,0.006351,0.005288,0.277589,0.0293778
1111,0.007579,0.003197,0.002708,0.135776,0.0150444
1112,0.010574,0.009135,0.007946,0.18943,0.0441444
1113,0.069919,0.080357,0.070851,1.25258,0.393617
1114,0.0037,0.007678,0.006382,0.0662845,0.0354556
1115,0.00514,0.004997,0.004114,0.0920817,0.0228556
1116,0.005629,0.002963,0.002581,0.100842,0.0143389
1117,0.006845,0.00195,0.001753,0.122626,0.00973889
1118,0.007721,0.009967,0.008856,0.13832,0.0492
1119,0.008243,0.007891,0.006741,0.147671,0.03745
1120,0.00953,0.004624,0.004107,0.170727,0.0228167
1121,0.02294,0.009584,0.008451,0.410964,0.04695
1122,0.013414,0.007537,0.006624,0.240308,0.0368
1123,0.080224,0.038541,0.0333,1.43719,0.185
1124,0.091523,0.023986,0.020964,1.63961,0.116467
1125,0.003342,0.001861,0.001632,0.059871,0.00906667
1126,0.005032,0.003383,0.002923,0.0901469,0.0162389
1127,0.006135,0.003253,0.002875,0.109907,0.0159722
1128,0.008243,0.015847,0.014299,0.147671,0.0794389
1129,0.009172,0.007771,0.006583,0.164314,0.0365722
1130,0.011243,0.011573,0.010307,0.201415,0.0572611
1131,0.018602,0.051254,0.0428,0.33325,0.237778
1132,0.02303,0.052847,0.046881,0.412576,0.26045
1133,0.022616,0.010449,0.009076,0.405159,0.0504222
1134,0.00514,0.003415,0.00299,0.0920817,0.0166111
1135,0.005862,0.00187,0.00157,0.105016,0.00872222
1136,0.007512,0.00781,0.006558,0.134575,0.0364333
1137,0.008603,0.004492,0.003994,0.15412,0.0221889
1138,0.009336,0.003988,0.003566,0.167252,0.0198111
1139,0.010565,0.011609,0.010323,0.189269,0.05735
1140,0.016997,0.00415,0.003527,0.304497,0.0195944
1141,0.021359,0.00217,0.001805,0.382641,0.0100278
1142,0.004286,0.011542,0.009924,0.0767825,0.0551333
1143,0.008986,0.007929,0.006753,0.160982,0.0375167
1144,0.006615,0.012837,0.011424,0.118506,0.0634667
1145,0.007381,0.008866,0.007469,0.132229,0.0414944
1146,0.008045,0.001672,0.001382,0.144124,0.00767778
1147,0.034079,0.014096,0.012479,0.610516,0.0693278
1148,0.006052,0.02311,0.019167,0.10842,0.106483
1149,0.006615,0.008991,0.007965,0.118506,0.04425
1150,0.008255,0.0037,0.003079,0.147886,0.0171056
1151,0.012319,0.005673,0.00471,0.220692,0.0261667
1152,0.030722,0.013383,0.011492,0.550376,0.0638444
1153,0.043597,0.018353,0.015832,0.781028,0.0879556
1154,0.019005,0.005429,0.004524,0.340469,0.0251333
1155,0.049437,0.012684,0.0105,0.88565,0.0583333
1156,0.001732,0.00705,0.006338,0.0310283,0.0352111
1157,0.005533,0.008704,0.007485,0.0991222,0.0415833
1158,0.007721,0.007521,0.006395,0.13832,0.0355278
1159,0.010801,0.021665,0.018217,0.193497,0.101206
1160,0.014686,0.004992,0.004414,0.263096,0.0245222
1161,0.004794,0.004094,0.003696,0.0858832,0.0205333
1162,0.006198,0.005206,0.004646,0.111035,0.0258111
1163,0.008579,0.002794,0.002341,0.15369,0.0130056
1164,0.017502,0.017548,0.014411,0.313544,0.0800611
1165,0.017295,0.004403,0.003673,0.309835,0.0204056
1166,0.019608,0.010513,0.009152,0.351272,0.0508444
1167,0.027931,0.038401,0.031461,0.500376,0.174783
1168,0.003415,0.004903,0.004294,0.0611788,0.0238556
1169,0.004031,0.002323,0.002073,0.0722143,0.0115167
1170,0.006739,0.013936,0.012134,0.120727,0.0674111
1171,0.00757,0.012664,0.010832,0.135614,0.0601778
1172,0.00847,0.011589,0.009842,0.151738,0.0546778
1173,0.012741,0.015715,0.01347,0.228252,0.0748333
1174,0.020927,0.009733,0.008534,0.374901,0.0474111
1175,0.022938,0.004944,0.004402,0.410928,0.0244556
1176,0.015095,0.006689,0.005586,0.270423,0.0310333
1177,0.005042,0.006532,0.005821,0.0903261,0.0323389
1178,0.007946,0.010847,0.009681,0.14235,0.0537833
1179,0.010695,0.015,0.012643,0.191598,0.0702389
1180,0.011989,0.00396,0.003421,0.21478,0.0190056
1181,0.036879,0.013259,0.011862,0.660677,0.0659
1182,0.073449,0.059655,0.050324,1.31582,0.279578
1183,0.006836,0.008703,0.007734,0.122465,0.0429667
1184,0.005851,0.008364,0.006984,0.104819,0.0388
1185,0.006314,0.002695,0.002316,0.113114,0.0128667
1186,0.007508,0.010033,0.008594,0.134504,0.0477444
1187,0.012741,0.007766,0.006547,0.228252,0.0363722
1188,0.008603,0.008256,0.007317,0.15412,0.04065
1189,0.009336,0.011056,0.009249,0.167252,0.0513833
1190,0.006116,0.000875,0.000751,0.109566,0.00417222
1191,0.006385,0.002654,0.002268,0.114386,0.0126
1192,0.008541,0.01812,0.015718,0.15301,0.0873222
1193,0.005032,0.008896,0.00749,0.0901469,0.0416111
1194,0.006135,0.001504,0.001351,0.109907,0.00750556
1195,0.007085,0.003238,0.002761,0.126926,0.0153389
1196,0.007946,0.001157,0.00096,0.14235,0.00533333
1197,0.012319,0.009541,0.008254,0.220692,0.0458556
1198,0.004001,0.004881,0.004053,0.0716768,0.0225167
1199,0.017211,0.010009,0.008484,0.30833,0.0471333
1200,0.002199,0.001323,0.001162,0.0393945,0.00645556
1201,0.004066,0.001884,0.001604,0.0728413,0.00891111
1202,0.005829,0.00255,0.002244,0.104425,0.0124667
1203,0.006615,0.001506,0.001258,0.118506,0.00698889
1204,0.005907,0.001749,0.001462,0.105822,0.00812222
1205,0.006829,0.007314,0.006016,0.12234,0.0334222
1206,0.007804,0.006774,0.005863,0.139807,0.0325722
1207,0.008898,0.013937,0.012048,0.159405,0.0669333
1208,0.12574,0.07503,0.063937,2.2526,0.355206
1209,0.003085,0.001473,0.001232,0.0552669,0.00684444
1210,0.00267,0.002275,0.001892,0.0478323,0.0105111
1211,0.003363,0.002396,0.002161,0.0602472,0.0120056
1212,0.006246,0.001903,0.00169,0.111895,0.00938889
1213,0.006845,0.003387,0.002789,0.122626,0.0154944
1214,0.007512,0.005009,0.004122,0.134575,0.0229
1215,0.015259,0.007713,0.00667,0.273361,0.0370556
1216,0.021306,0.003658,0.003052,0.381691,0.0169556
1217,0.006042,0.002651,0.002186,0.108241,0.0121444
1218,0.006311,0.002308,0.001953,0.11306,0.01085
1219,0.007617,0.007198,0.006275,0.136456,0.0348611
1220,0.020138,0.032567,0.028874,0.360767,0.160411
1221,0.041921,0.006784,0.005799,0.751003,0.0322167
1222,0.009855,0.006633,0.005763,0.17655,0.0320167
1223,0.010159,0.004904,0.004247,0.181996,0.0235944
1224,0.023108,0.006657,0.005628,0.413973,0.0312667
1225,0.025648,0.007386,0.00638,0.459477,0.0354444
1226,0.030074,0.003535,0.002908,0.538767,0.0161556
1227,0.035336,0.049315,0.043067,0.633035,0.239261
1228,0.056769,0.014231,0.012448,1.017,0.0691556
1229,0.066888,0.005716,0.004729,1.19828,0.0262722
1230,0.00293,0.00206,0.001765,0.0524901,0.00980556
1231,0.003752,0.004829,0.004054,0.0672161,0.0225222
1232,0.021159,0.02398,0.019646,0.379058,0.109144
1233,0.01223,0.004514,0.004034,0.219097,0.0224111
1234,0.012599,0.00702,0.006071,0.225708,0.0337278
1235,0.004821,0.004247,0.003814,0.0863669,0.0211889
1236,0.007559,0.006006,0.005086,0.135417,0.0282556
1237,0.008474,0.013563,0.011438,0.151809,0.0635444
1238,0.016487,0.003723,0.003073,0.29536,0.0170722
1239,0.042405,0.052333,0.044328,0.759674,0.246267
1240,0.04842,0.067265,0.056806,0.867431,0.315589
1241,0.006198,0.007068,0.005872,0.111035,0.0326222
1242,0.006739,0.002747,0.002372,0.120727,0.0131778
1243,0.062897,0.02309,0.020698,1.12678,0.114989
1244,0.01098,0.003292,0.002845,0.196704,0.0158056
1245,0.014918,0.006949,0.0058,0.267252,0.0322222
1246,0.005753,0.003397,0.00283,0.103063,0.0157222
1247,0.006314,0.006015,0.00534,0.113114,0.0296667
1248,0.009309,0.012756,0.011513,0.166768,0.0639611
1249,0.012599,0.016498,0.014843,0.225708,0.0824611
1250,0.054068,0.054093,0.048251,0.968613,0.268061
1251,0.104,0.043568,0.038752,1.86313,0.215289
1252,0.002398,0.002068,0.001758,0.0429595,0.00976667
1253,0.005255,0.00474,0.004276,0.0941419,0.0237556
1254,0.011378,0.001854,0.001572,0.203834,0.00873333
1255,0.006198,0.006619,0.005713,0.111035,0.0317389
1256,0.006314,0.00246,0.00208,0.113114,0.0115556
1257,0.007215,0.008714,0.007794,0.129255,0.0433
1258,0.008835,0.006189,0.005469,0.158277,0.0303833
1259,0.036489,0.005769,0.005071,0.65369,0.0281722
1260,0.080628,0.024136,0.021465,1.44443,0.11925
1261,0.003184,0.003021,0.002647,0.0570405,0.0147056
1262,0.00356,0.004243,0.003544,0.0637764,0.0196889
1263,0.006052,0.007302,0.006412,0.10842,0.0356222
1264,0.007235,0.007012,0.005871,0.129613,0.0326167
1265,0.002761,0.002437,0.002158,0.0494626,0.0119889
1266,0.009886,0.011908,0.010195,0.177105,0.0566389
1267,0.006314,0.005757,0.004928,0.113114,0.0273778
1268,0.007291,0.004148,0.003489,0.130616,0.0193833
1269,0.008474,0.012917,0.010818,0.151809,0.0601
1270,0.016957,0.011124,0.009199,0.30378,0.0511056
1271,0.024593,0.013637,0.01217,0.440577,0.0676111
1272,0.005753,0.002051,0.001714,0.103063,0.00952222
1273,0.006845,0.009144,0.008119,0.122626,0.0451056
1274,0.007381,0.003281,0.002961,0.132229,0.01645
1275,0.008603,0.011407,0.010191,0.15412,0.0566167
1276,0.010678,0.008946,0.0079,0.191293,0.0438889
1277,0.012695,0.003519,0.003142,0.227427,0.0174556
1278,0.014799,0.011316,0.010108,0.26512,0.0561556
1279,0.018072,0.008566,0.007059,0.323755,0.0392167
1280,0.025648,0.014003,0.012329,0.459477,0.0684944
1281,0.091523,0.015489,0.012755,1.63961,0.0708611
1282,0.006615,0.00347,0.002945,0.118506,0.0163611
1283,0.007806,0.011289,0.009361,0.139842,0.0520056
1284,0.008013,0.029221,0.025487,0.143551,0.141594
1285,0.009379,0.010872,0.009608,0.168022,0.0533778
1286,0.003092,0.000779,0.000692,0.0553923,0.00384444
1287,0.012599,0.014894,0.013027,0.225708,0.0723722
1288,0.00417,0.002568,0.0022,0.0747044,0.0122222
1289,0.006116,0.006405,0.005649,0.109566,0.0313833
1290,0.006335,0.003066,0.002691,0.11349,0.01495
1291,0.008243,0.025236,0.022799,0.147671,0.126661
1292,0.029125,0.015798,0.013479,0.521766,0.0748833
1293,0.006006,0.011497,0.009448,0.107596,0.0524889
1294,0.002761,0.00312,0.002593,0.0494626,0.0144056
1295,0.003711,0.003403,0.003077,0.0664815,0.0170944
1296,0.006836,0.018606,0.015801,0.122465,0.0877833
1297,0.00748,0.002451,0.00214,0.134002,0.0118889
1298,0.013753,0.006337,0.005621,0.246381,0.0312278
1299,0.011926,0.005771,0.005162,0.213651,0.0286778
1300,0.016703,0.003588,0.003076,0.29923,0.0170889
1301,0.003184,0.003471,0.003012,0.0570405,0.0167333
1302,0.006941,0.007143,0.006137,0.124346,0.0340944
1303,0.007783,0.008395,0.006952,0.13943,0.0386222
1304,0.010184,0.014967,0.013342,0.182444,0.0741222
1305,0.014147,0.003823,0.003312,0.25344,0.0184
1306,0.005818,0.01239,0.011145,0.104228,0.0619167
1307,0.007381,0.001555,0.001354,0.132229,0.00752222
1308,0.009498,0.009883,0.00832,0.170154,0.0462222
1309,0.009518,0.003955,0.003402,0.170512,0.0189
1310,0.019276,0.003126,0.002802,0.345324,0.0155667
1311,0.022497,0.023488,0.019882,0.403028,0.110456
1312,0.12991,0.063647,0.055908,2.3273,0.3106
1313,0.006845,0.012052,0.010272,0.122626,0.0570667
1314,0.008219,0.009687,0.008633,0.147241,0.0479611
1315,0.011725,0.019553,0.016936,0.21005,0.0940889
1316,0.005829,0.003065,0.00277,0.104425,0.0153889
1317,0.006845,0.001751,0.001548,0.122626,0.0086
1318,0.007805,0.001457,0.001284,0.139824,0.00713333
1319,0.009015,0.026491,0.022775,0.161501,0.126528
1320,0.041212,0.034936,0.028744,0.738302,0.159689
1321,0.044722,0.050576,0.044789,0.801182,0.248828
1322,0.005829,0.00783,0.006844,0.104425,0.0380222
1323,0.006647,0.007375,0.006192,0.119079,0.0344
1324,0.012614,0.004323,0.003753,0.225976,0.02085
1325,0.003711,0.003556,0.0032,0.0664815,0.0177778
1326,0.004619,0.003199,0.002784,0.0827481,0.0154667
1327,0.017251,0.014915,0.01287,0.309047,0.0715
1328,0.021269,0.008695,0.007244,0.381028,0.0402444
1329,0.025563,0.081942,0.071927,0.457954,0.399594
1330,0.005166,0.001777,0.001481,0.0925475,0.00822778
1331,0.054068,0.05,0.043491,0.968613,0.241617
1332,0.034198,0.0136,0.011846,0.612648,0.0658111
1333,0.006011,0.008138,0.006959,0.107685,0.0386611
1334,0.007263,0.008661,0.007794,0.130115,0.0433
1335,0.054068,0.022115,0.019497,0.968613,0.108317
1336,0.00293,0.022246,0.018977,0.0524901,0.105428
1337,0.005629,0.003325,0.002868,0.100842,0.0159333
1338,0.006689,0.004715,0.004182,0.119832,0.0232333
1339,0.007804,0.026336,0.023267,0.139807,0.129261
1340,0.010801,0.024251,0.020296,0.193497,0.112756
1341,0.011573,0.002839,0.002415,0.207327,0.0134167
1342,0.002018,0.004322,0.003855,0.0361519,0.0214167
1343,0.030714,0.012544,0.010706,0.550233,0.0594778
1344,0.003184,0.003845,0.003239,0.0570405,0.0179944
1345,0.004475,0.005459,0.004745,0.0801684,0.0263611
1346,0.006198,0.003297,0.002849,0.111035,0.0158278
1347,0.007512,0.002272,0.001915,0.134575,0.0106389
1348,0.030568,0.006652,0.005782,0.547617,0.0321222
1349,0.00514,0.001858,0.001679,0.0920817,0.00932778
1350,0.006198,0.003191,0.002865,0.111035,0.0159167
1351,0.006951,0.002351,0.002005,0.124525,0.0111389
1352,0.015652,0.020234,0.01751,0.280401,0.0972778
1353,0.024903,0.017261,0.014237,0.44613,0.0790944
1354,0.020431,0.017148,0.014603,0.366016,0.0811278
1355,0.005851,0.005414,0.004853,0.104819,0.0269611
1356,0.007291,0.002377,0.002072,0.130616,0.0115111
1357,0.012358,0.013852,0.011868,0.22139,0.0659333
1358,0.017502,0.001944,0.00174,0.313544,0.00966667
1359,0.00244,0.001489,0.001231,0.0437119,0.00683889
1360,0.003728,0.004899,0.004161,0.0667861,0.0231167
1361,0.005629,0.017927,0.014817,0.100842,0.0823167
1362,0.006836,0.003936,0.003344,0.122465,0.0185778
1363,0.008347,0.011184,0.010105,0.149534,0.0561389
1364,0.00628,0.023141,0.020286,0.112504,0.1127
1365,0.095332,0.038409,0.032357,1.70785,0.179761
1366,0.006615,0.003316,0.002967,0.118506,0.0164833
1367,0.008579,0.003863,0.003282,0.15369,0.0182333
1368,0.021448,0.063973,0.057535,0.384235,0.319639
1369,0.035479,0.020885,0.017666,0.635597,0.0981444
1370,0.00483,0.008761,0.007558,0.0865281,0.0419889
1371,0.005907,0.005777,0.00507,0.105822,0.0281667
1372,0.008863,0.0108,0.009281,0.158778,0.0515611
1373,0.019608,0.018981,0.016002,0.351272,0.0889
1374,0.007235,0.007414,0.006184,0.129613,0.0343556
1375,0.008646,0.000918,0.000805,0.154891,0.00447222
1376,0.030594,0.018303,0.015909,0.548083,0.0883833
1377,0.009015,0.004518,0.003962,0.161501,0.0220111
1378,0.015784,0.007421,0.006488,0.282766,0.0360444
1379,0.007508,0.00307,0.002599,0.134504,0.0144389
1380,0.008474,0.003626,0.00301,0.151809,0.0167222
1381,0.010801,0.005291,0.004437,0.193497,0.02465
1382,0.011378,0.00341,0.002827,0.203834,0.0157056
1383,0.003184,0.002956,0.002451,0.0570405,0.0136167
1384,0.005255,0.002464,0.002191,0.0941419,0.0121722
1385,0.005924,0.002766,0.002299,0.106127,0.0127722
1386,0.006615,0.001653,0.001359,0.118506,0.00755
1387,0.004475,0.00389,0.00323,0.0801684,0.0179444
1388,0.008603,0.011529,0.009659,0.15412,0.0536611
1389,0.016997,0.003004,0.00249,0.304497,0.0138333
1390,0.005829,0.008013,0.007202,0.104425,0.0400111
1391,0.00698,0.005317,0.00451,0.125045,0.0250556
1392,0.007381,0.008633,0.007562,0.132229,0.0420111
1393,0.008897,0.004116,0.003493,0.159387,0.0194056
1394,0.00293,0.00389,0.003223,0.0524901,0.0179056
1395,0.005753,0.008754,0.007631,0.103063,0.0423944
1396,0.007617,0.006669,0.005589,0.136456,0.03105
1397,0.008512,0.006978,0.006208,0.15249,0.0344889
1398,0.01244,0.004493,0.003708,0.222859,0.0206
1399,0.006951,0.005422,0.004657,0.124525,0.0258722
1400,0.009498,0.0062,0.005269,0.170154,0.0292722
1401,0.010041,0.007949,0.006697,0.179882,0.0372056
1402,0.011526,0.00618,0.005423,0.206485,0.0301278
1403,0.020138,0.003721,0.003279,0.360767,0.0182167
1404,0.056769,0.058308,0.048142,1.017,0.267456
1405,0.006615,0.00328,0.002791,0.118506,0.0155056
1406,0.00749,0.005262,0.004717,0.134181,0.0262056
1407,0.008603,0.00561,0.004767,0.15412,0.0264833
1408,0.019932,0.018942,0.016814,0.357076,0.0934111
1409,0.009703,0.003583,0.003007,0.173827,0.0167056
1410,0.028819,0.046116,0.038608,0.516284,0.214489
1411,0.070803,0.007344,0.006095,1.26842,0.0338611
1412,0.00429,0.004428,0.003875,0.0768542,0.0215278
1413,0.004619,0.002905,0.002593,0.0827481,0.0144056
1414,0.006845,0.002036,0.001706,0.122626,0.00947778
1415,0.007466,0.004385,0.003843,0.133751,0.02135
1416,0.008474,0.005557,0.004903,0.151809,0.0272389
1417,0.013414,0.041696,0.036981,0.240308,0.20545
1418,0.006198,0.001764,0.001585,0.111035,0.00880556
1419,0.00683,0.019899,0.017038,0.122358,0.0946556
1420,0.009198,0.007298,0.006418,0.16478,0.0356556
1421,0.007585,0.005801,0.005041,0.135883,0.0280056
1422,0.007946,0.010488,0.008804,0.14235,0.0489111
1423,0.011099,0.005712,0.004923,0.198836,0.02735
1424,0.051407,0.012464,0.010852,0.920942,0.0602889
1425,0.068542,0.051041,0.045901,1.22791,0.255006
1426,0.11423,0.083401,0.073868,2.0464,0.410378
1427,0.003759,0.006169,0.005286,0.0673415,0.0293667
1428,0.005255,0.003613,0.003137,0.0941419,0.0174278
1429,0.006311,0.009762,0.008072,0.11306,0.0448444
1430,0.007804,0.005072,0.004564,0.139807,0.0253556
1431,0.00748,0.007377,0.006164,0.134002,0.0342444
1432,0.008243,0.015104,0.013074,0.147671,0.0726333
1433,0.011838,0.00894,0.007666,0.212075,0.0425889
1434,0.091875,0.034375,0.030689,1.64592,0.170494
1435,0.10158,0.013739,0.011777,1.81978,0.0654278
1436,0.006951,0.025936,0.02154,0.124525,0.119667
1437,0.007806,0.00957,0.00849,0.139842,0.0471667
1438,0.007946,0.004433,0.00395,0.14235,0.0219444
1439,0.00953,0.007844,0.007054,0.170727,0.0391889
1440,0.015336,0.007971,0.006751,0.27474,0.0375056
1441,0.027931,0.010337,0.009336,0.500376,0.0518667
1442,0.004512,0.001604,0.00143,0.0808312,0.00794444
1443,0.038204,0.015042,0.012773,0.684414,0.0709611
