# Joint PDF of model "actual" Chl-a vs CDOM, digitized from Fig. 10a of
# Dutkiewicz et al. (2018), Biogeosciences 15, 613-630,
# doi:10.5194/bg-15-613-2018, by robust/dutkiewicz2018_fig10.py.
# Bin centres on a regular log10 grid (40 bins per decade).
# count    : mean per-native-bin sample count from the colorbar (relative density)
# fraction : count normalized to sum to 1 over all listed bins
# CDOM in mmol C m-3; Chl in mg m-3.
log10_CDOM,log10_Chl,CDOM,Chl,count,fraction
-1.1125,-1.4375,0.0771792,0.0365174,0.534603,1.503660e-07
-1.1125,-1.4125,0.0771792,0.0386812,0.277582,7.807466e-08
-1.1125,-1.3625,0.0771792,0.043401,1.20286,3.383235e-07
-1.1125,-1.3375,0.0771792,0.0459727,0.692152,1.946794e-07
-1.1125,-1.3125,0.0771792,0.0486968,2.99143,8.413906e-07
-1.1125,-1.2875,0.0771792,0.0515822,6.7148,1.888649e-06
-1.1125,-1.2625,0.0771792,0.0546387,19.1344,5.381863e-06
-1.1125,-1.2375,0.0771792,0.0578762,47.0257,1.322675e-05
-1.1125,-1.2125,0.0771792,0.0613056,72.1982,2.030696e-05
-1.1125,-1.1875,0.0771792,0.0649382,79.2761,2.229773e-05
-1.1125,-1.1625,0.0771792,0.068786,104.403,2.936508e-05
-1.1125,-1.1375,0.0771792,0.0728618,199.151,5.601449e-05
-1.1125,-1.1125,0.0771792,0.0771792,407.024,1.144824e-04
-1.1125,-1.0875,0.0771792,0.0817523,758.638,2.133795e-04
-1.1125,-1.0625,0.0771792,0.0865964,1462.93,4.114739e-04
-1.1125,-1.0375,0.0771792,0.0917276,2227.38,6.264892e-04
-1.1125,-1.0125,0.0771792,0.0971628,3715.82,1.045136e-03
-1.1125,-0.9875,0.0771792,0.10292,6218.04,1.748927e-03
-1.1125,-0.9625,0.0771792,0.109018,8146.8,2.291424e-03
-1.1125,-0.9375,0.0771792,0.115478,9174.17,2.580389e-03
-1.1125,-0.9125,0.0771792,0.122321,7698.81,2.165418e-03
-1.1125,-0.8875,0.0771792,0.129569,6330.53,1.780567e-03
-1.1125,-0.8625,0.0771792,0.137246,3900.74,1.097148e-03
-1.1125,-0.8375,0.0771792,0.145378,3239.3,9.111079e-04
-1.1125,-0.8125,0.0771792,0.153993,2519.85,7.087486e-04
-1.1125,-0.7875,0.0771792,0.163117,2323.76,6.535957e-04
-1.1125,-0.7625,0.0771792,0.172783,1943.68,5.466919e-04
-1.1125,-0.7375,0.0771792,0.183021,1506.09,4.236128e-04
-1.1125,-0.7125,0.0771792,0.193865,1174.42,3.303250e-04
-1.1125,-0.6875,0.0771792,0.205353,1131.03,3.181224e-04
-1.1125,-0.6625,0.0771792,0.21752,1048.64,2.949474e-04
-1.1125,-0.6375,0.0771792,0.230409,732.129,2.059235e-04
-1.1125,-0.6125,0.0771792,0.244062,380.455,1.070092e-04
-1.1125,-0.5875,0.0771792,0.258523,124.013,3.488059e-05
-1.1125,-0.5625,0.0771792,0.273842,67.4495,1.897131e-05
-1.1125,-0.5375,0.0771792,0.290068,39.2045,1.102693e-05
-1.1125,-0.5125,0.0771792,0.307256,29.3092,8.243711e-06
-1.1125,-0.4875,0.0771792,0.325462,21.0062,5.908346e-06
-1.1125,-0.4625,0.0771792,0.344747,14.4768,4.071830e-06
-1.1125,-0.4375,0.0771792,0.365174,9.12892,2.567661e-06
-1.1125,-0.4125,0.0771792,0.386812,8.79702,2.474308e-06
-1.1125,-0.3875,0.0771792,0.409732,6.45549,1.815713e-06
-1.1125,-0.3625,0.0771792,0.43401,7.208,2.027369e-06
-1.1125,-0.3375,0.0771792,0.459727,6.93404,1.950314e-06
-1.1125,-0.3125,0.0771792,0.486968,5.83593,1.641453e-06
-1.1125,-0.2875,0.0771792,0.515822,7.52194,2.115670e-06
-1.1125,-0.2625,0.0771792,0.546387,12.4486,3.501370e-06
-1.1125,-0.2375,0.0771792,0.578762,17.7478,4.991867e-06
-1.1125,-0.2125,0.0771792,0.613056,15.1841,4.270790e-06
-1.1125,-0.1875,0.0771792,0.649382,8.88919,2.500234e-06
-1.1125,-0.1625,0.0771792,0.68786,6.2779,1.765763e-06
-1.1125,-0.1375,0.0771792,0.728618,4.55669,1.281646e-06
-1.1125,-0.1125,0.0771792,0.771792,5.91294,1.663114e-06
-1.1125,-0.0875,0.0771792,0.817523,3.88862,1.093739e-06
-1.1125,-0.0625,0.0771792,0.865964,5.83845,1.642160e-06
-1.1125,-0.0375,0.0771792,0.917276,8.14025,2.289581e-06
-1.1125,-0.0125,0.0771792,0.971628,10.6501,2.995524e-06
-1.1125,0.0125,0.0771792,1.0292,4.41395,1.241497e-06
-1.1125,0.0375,0.0771792,1.09018,7.99919,2.249905e-06
-1.1125,0.0625,0.0771792,1.15478,9.2283,2.595613e-06
-1.1125,0.0875,0.0771792,1.22321,8.39787,2.362041e-06
-1.1125,0.1125,0.0771792,1.29569,11.1837,3.145605e-06
-1.1125,0.1375,0.0771792,1.37246,7.82666,2.201379e-06
-1.1125,0.1625,0.0771792,1.45378,6.40605,1.801809e-06
-1.1125,0.1875,0.0771792,1.53993,6.07665,1.709160e-06
-1.1125,0.2125,0.0771792,1.63117,6.59292,1.854368e-06
-1.1125,0.2375,0.0771792,1.72783,5.20541,1.464107e-06
-1.1125,0.2625,0.0771792,1.83021,4.70826,1.324276e-06
-1.1125,0.2875,0.0771792,1.93865,5.0578,1.422590e-06
-1.1125,0.3125,0.0771792,2.05353,6.31625,1.776551e-06
-1.1125,0.3375,0.0771792,2.1752,5.00172,1.406816e-06
-1.1125,0.3625,0.0771792,2.30409,5.52597,1.554271e-06
-1.1125,0.3875,0.0771792,2.44062,3.38444,9.519302e-07
-1.1125,0.4125,0.0771792,2.58523,2.9356,8.256868e-07
-1.1125,0.4375,0.0771792,2.73842,2.0208,5.683834e-07
-1.1125,0.4625,0.0771792,2.90068,1.61986,4.556131e-07
-1.1125,0.4875,0.0771792,3.07256,1.20286,3.383235e-07
-1.1125,0.5125,0.0771792,3.25462,1.22213,3.437442e-07
-1.1125,0.5375,0.0771792,3.44747,1.20286,3.383235e-07
-1.1125,0.5625,0.0771792,3.65174,0.721714,2.029941e-07
-1.1125,0.7125,0.0771792,5.15822,0.902143,2.537426e-07
-1.0875,-1.9875,0.0817523,0.010292,1.44879,4.074950e-07
-1.0875,-1.9625,0.0817523,0.0109018,1.33713,3.760890e-07
-1.0875,-1.9375,0.0817523,0.0115478,1.6073,4.520791e-07
-1.0875,-1.9125,0.0817523,0.0122321,1.09165,3.070446e-07
-1.0875,-1.8625,0.0817523,0.0137246,0.627577,1.765166e-07
-1.0875,-1.8375,0.0817523,0.0145378,0.51551,1.449958e-07
-1.0875,-1.8125,0.0817523,0.0153993,1.12768,3.171783e-07
-1.0875,-1.7875,0.0817523,0.0163117,0.995468,2.799919e-07
-1.0875,-1.7625,0.0817523,0.0172783,0.663492,1.866181e-07
-1.0875,-1.7375,0.0817523,0.0183021,2.24904,6.325787e-07
-1.0875,-1.7125,0.0817523,0.0193865,1.33812,3.763687e-07
-1.0875,-1.6875,0.0817523,0.0205353,0.962285,2.706588e-07
-1.0875,-1.6625,0.0817523,0.021752,0.6736,1.894612e-07
-1.0875,-1.6375,0.0817523,0.0230409,1.36166,3.829898e-07
-1.0875,-1.6125,0.0817523,0.0244062,0.873419,2.456638e-07
-1.0875,-1.5875,0.0817523,0.0258523,1.64578,4.629019e-07
-1.0875,-1.5625,0.0817523,0.0273842,1.32333,3.722081e-07
-1.0875,-1.5375,0.0817523,0.0290068,2.33213,6.559490e-07
-1.0875,-1.5125,0.0817523,0.0307256,1.59998,4.500221e-07
-1.0875,-1.4875,0.0817523,0.0325462,1.23229,3.466022e-07
-1.0875,-1.4625,0.0817523,0.0344747,2.02375,5.692122e-07
-1.0875,-1.4375,0.0817523,0.0365174,1.71043,4.810875e-07
-1.0875,-1.4125,0.0817523,0.0386812,2.13348,6.000766e-07
-1.0875,-1.3875,0.0817523,0.0409732,1.31966,3.711756e-07
-1.0875,-1.3625,0.0817523,0.043401,0.489276,1.376171e-07
-1.0875,-1.3375,0.0817523,0.0459727,2.50013,7.032026e-07
-1.0875,-1.3125,0.0817523,0.0486968,3.60459,1.013851e-06
-1.0875,-1.2875,0.0817523,0.0515822,3.06525,8.621519e-07
-1.0875,-1.2625,0.0817523,0.0546387,7.48778,2.106062e-06
-1.0875,-1.2375,0.0817523,0.0578762,28.3839,7.983433e-06
-1.0875,-1.2125,0.0817523,0.0613056,40.1042,1.127997e-05
-1.0875,-1.1875,0.0817523,0.0649382,49.8511,1.402144e-05
-1.0875,-1.1625,0.0817523,0.068786,88.8341,2.498606e-05
-1.0875,-1.1375,0.0817523,0.0728618,135.965,3.824230e-05
-1.0875,-1.1125,0.0817523,0.0771792,254.223,7.150448e-05
-1.0875,-1.0875,0.0817523,0.0817523,480.637,1.351871e-04
-1.0875,-1.0625,0.0817523,0.0865964,947.086,2.663838e-04
-1.0875,-1.0375,0.0817523,0.0917276,1446.26,4.067858e-04
-1.0875,-1.0125,0.0817523,0.0971628,2607.32,7.333518e-04
-1.0875,-0.9875,0.0817523,0.10292,4078,1.147006e-03
-1.0875,-0.9625,0.0817523,0.109018,6437.39,1.810622e-03
-1.0875,-0.9375,0.0817523,0.115478,7734.75,2.175526e-03
-1.0875,-0.9125,0.0817523,0.122321,7728.89,2.173880e-03
-1.0875,-0.8875,0.0817523,0.129569,6603.87,1.857449e-03
-1.0875,-0.8625,0.0817523,0.137246,5054.9,1.421775e-03
-1.0875,-0.8375,0.0817523,0.145378,4082.52,1.148277e-03
-1.0875,-0.8125,0.0817523,0.153993,3230.04,9.085015e-04
-1.0875,-0.7875,0.0817523,0.163117,2670.2,7.510385e-04
-1.0875,-0.7625,0.0817523,0.172783,2323.76,6.535957e-04
-1.0875,-0.7375,0.0817523,0.183021,1913.12,5.380978e-04
-1.0875,-0.7125,0.0817523,0.193865,1491.45,4.194950e-04
-1.0875,-0.6875,0.0817523,0.205353,1251.33,3.519588e-04
-1.0875,-0.6625,0.0817523,0.21752,1190.34,3.348039e-04
-1.0875,-0.6375,0.0817523,0.230409,1030.66,2.898890e-04
-1.0875,-0.6125,0.0817523,0.244062,731.363,2.057080e-04
-1.0875,-0.5875,0.0817523,0.258523,293.96,8.268128e-05
-1.0875,-0.5625,0.0817523,0.273842,127.524,3.586820e-05
-1.0875,-0.5375,0.0817523,0.290068,59.8543,1.683503e-05
-1.0875,-0.5125,0.0817523,0.307256,43.3186,1.218409e-05
-1.0875,-0.4875,0.0817523,0.325462,37.2627,1.048075e-05
-1.0875,-0.4625,0.0817523,0.344747,27.1793,7.644618e-06
-1.0875,-0.4375,0.0817523,0.365174,17.9766,5.056232e-06
-1.0875,-0.4125,0.0817523,0.386812,14.3587,4.038636e-06
-1.0875,-0.3875,0.0817523,0.409732,11.7149,3.295017e-06
-1.0875,-0.3625,0.0817523,0.43401,9.63979,2.711352e-06
-1.0875,-0.3375,0.0817523,0.459727,10.9629,3.083495e-06
-1.0875,-0.3125,0.0817523,0.486968,8.90862,2.505699e-06
-1.0875,-0.2875,0.0817523,0.515822,12.4735,3.508385e-06
-1.0875,-0.2625,0.0817523,0.546387,17.7967,5.005622e-06
-1.0875,-0.2375,0.0817523,0.578762,21.368,6.010099e-06
-1.0875,-0.2125,0.0817523,0.613056,23.0874,6.493715e-06
-1.0875,-0.1875,0.0817523,0.649382,23.8634,6.711971e-06
-1.0875,-0.1625,0.0817523,0.68786,16.673,4.689569e-06
-1.0875,-0.1375,0.0817523,0.728618,18.8485,5.301459e-06
-1.0875,-0.1125,0.0817523,0.771792,16.9283,4.761366e-06
-1.0875,-0.0875,0.0817523,0.817523,14.7123,4.138080e-06
-1.0875,-0.0625,0.0817523,0.865964,21.6852,6.099323e-06
-1.0875,-0.0375,0.0817523,0.917276,22.4333,6.309745e-06
-1.0875,-0.0125,0.0817523,0.971628,18.7255,5.266848e-06
-1.0875,0.0125,0.0817523,1.0292,14.5705,4.098191e-06
-1.0875,0.0375,0.0817523,1.09018,10.2901,2.894250e-06
-1.0875,0.0625,0.0817523,1.15478,17.233,4.847080e-06
-1.0875,0.0875,0.0817523,1.22321,15.0568,4.234972e-06
-1.0875,0.1125,0.0817523,1.29569,12.4929,3.513827e-06
-1.0875,0.1375,0.0817523,1.37246,14.9562,4.206672e-06
-1.0875,0.1625,0.0817523,1.45378,10.2405,2.880318e-06
-1.0875,0.1875,0.0817523,1.53993,9.5863,2.696308e-06
-1.0875,0.2125,0.0817523,1.63117,9.02761,2.539165e-06
-1.0875,0.2375,0.0817523,1.72783,11.897,3.346231e-06
-1.0875,0.2625,0.0817523,1.83021,12.83,3.608658e-06
-1.0875,0.2875,0.0817523,1.93865,10.2537,2.884038e-06
-1.0875,0.3125,0.0817523,2.05353,4.75059,1.336182e-06
-1.0875,0.3375,0.0817523,2.1752,6.00761,1.689739e-06
-1.0875,0.3625,0.0817523,2.30409,5.43433,1.528496e-06
-1.0875,0.3875,0.0817523,2.44062,5.14413,1.446871e-06
-1.0875,0.4125,0.0817523,2.58523,4.86059,1.367122e-06
-1.0875,0.4375,0.0817523,2.73842,3.32533,9.353046e-07
-1.0875,0.4625,0.0817523,2.90068,4.3705,1.229276e-06
-1.0875,0.4875,0.0817523,3.07256,2.38467,6.707292e-07
-1.0875,0.5125,0.0817523,3.25462,1.79193,5.040089e-07
-1.0875,0.5375,0.0817523,3.44747,1.44879,4.074950e-07
-1.0875,0.5625,0.0817523,3.65174,1.0481,2.947963e-07
-1.0875,0.5875,0.0817523,3.86812,0.400952,1.127745e-07
-1.0875,0.6125,0.0817523,4.09732,0.451071,1.268713e-07
-1.0875,0.6375,0.0817523,4.3401,1.20286,3.383235e-07
-1.0625,-1.9875,0.0865964,0.010292,1.69548,4.768826e-07
-1.0625,-1.9625,0.0865964,0.0109018,1.24907,3.513208e-07
-1.0625,-1.9375,0.0865964,0.0115478,1.12176,3.155126e-07
-1.0625,-1.9125,0.0865964,0.0122321,1.36905,3.850685e-07
-1.0625,-1.8875,0.0865964,0.0129569,0.577046,1.623037e-07
-1.0625,-1.8625,0.0865964,0.0137246,0.44038,1.238643e-07
-1.0625,-1.8375,0.0865964,0.0145378,0.459475,1.292349e-07
-1.0625,-1.8125,0.0865964,0.0153993,0.902143,2.537426e-07
-1.0625,-1.7875,0.0865964,0.0163117,0.451071,1.268713e-07
-1.0625,-1.7625,0.0865964,0.0172783,0.257755,7.249790e-08
-1.0625,-1.7375,0.0865964,0.0183021,1.16641,3.280713e-07
-1.0625,-1.7125,0.0865964,0.0193865,0.331823,9.333062e-08
-1.0625,-1.6625,0.0865964,0.021752,0.721714,2.029941e-07
-1.0625,-1.6375,0.0865964,0.0230409,0.331823,9.333062e-08
-1.0625,-1.6125,0.0865964,0.0244062,1.33713,3.760890e-07
-1.0625,-1.5875,0.0865964,0.0258523,0.89,2.503272e-07
-1.0625,-1.5625,0.0865964,0.0273842,1.07675,3.028546e-07
-1.0625,-1.5375,0.0865964,0.0290068,0.881631,2.479734e-07
-1.0625,-1.5125,0.0865964,0.0307256,0.160381,4.510980e-08
-1.0625,-1.4875,0.0865964,0.0325462,1.50717,4.239175e-07
-1.0625,-1.4625,0.0865964,0.0344747,0.141513,3.980277e-08
-1.0625,-1.4375,0.0865964,0.0365174,1.85157,5.207852e-07
-1.0625,-1.4125,0.0865964,0.0386812,1.5156,4.262867e-07
-1.0625,-1.3875,0.0865964,0.0409732,1.4078,3.959665e-07
-1.0625,-1.3625,0.0865964,0.043401,1.04033,2.926108e-07
-1.0625,-1.3375,0.0865964,0.0459727,2.24806,6.323055e-07
-1.0625,-1.3125,0.0865964,0.0486968,2.97674,8.372578e-07
-1.0625,-1.2875,0.0865964,0.0515822,5.16097,1.451610e-06
-1.0625,-1.2625,0.0865964,0.0546387,8.89179,2.500964e-06
-1.0625,-1.2375,0.0865964,0.0578762,23.5339,6.619313e-06
-1.0625,-1.2125,0.0865964,0.0613056,31.5102,8.862779e-06
-1.0625,-1.1875,0.0865964,0.0649382,45.976,1.293152e-05
-1.0625,-1.1625,0.0865964,0.068786,68.6083,1.929723e-05
-1.0625,-1.1375,0.0865964,0.0728618,102.751,2.890031e-05
-1.0625,-1.1125,0.0865964,0.0771792,176.609,4.967420e-05
-1.0625,-1.0875,0.0865964,0.0817523,370.26,1.041418e-04
-1.0625,-1.0625,0.0865964,0.0865964,751.018,2.112362e-04
-1.0625,-1.0375,0.0865964,0.0917276,1132.01,3.183978e-04
-1.0625,-1.0125,0.0865964,0.0971628,1946.97,5.476186e-04
-1.0625,-0.9875,0.0865964,0.10292,3339.75,9.393609e-04
-1.0625,-0.9625,0.0865964,0.109018,5140.35,1.445810e-03
-1.0625,-0.9375,0.0865964,0.115478,6401.25,1.800457e-03
-1.0625,-0.9125,0.0865964,0.122321,7405.47,2.082911e-03
-1.0625,-0.8875,0.0865964,0.129569,7347.92,2.066725e-03
-1.0625,-0.8625,0.0865964,0.137246,5969.95,1.679147e-03
-1.0625,-0.8375,0.0865964,0.145378,4987.92,1.402936e-03
-1.0625,-0.8125,0.0865964,0.153993,3645.87,1.025463e-03
-1.0625,-0.7875,0.0865964,0.163117,2970.91,8.356183e-04
-1.0625,-0.7625,0.0865964,0.172783,2426.76,6.825666e-04
-1.0625,-0.7375,0.0865964,0.183021,2213.9,6.226958e-04
-1.0625,-0.7125,0.0865964,0.193865,1819.81,5.118516e-04
-1.0625,-0.6875,0.0865964,0.205353,1499.78,4.218384e-04
-1.0625,-0.6625,0.0865964,0.21752,1369.89,3.853052e-04
-1.0625,-0.6375,0.0865964,0.230409,1213.13,3.412138e-04
-1.0625,-0.6125,0.0865964,0.244062,1003.98,2.823867e-04
-1.0625,-0.5875,0.0865964,0.258523,534.026,1.502037e-04
-1.0625,-0.5625,0.0865964,0.273842,257.614,7.245812e-05
-1.0625,-0.5375,0.0865964,0.290068,111.248,3.129031e-05
-1.0625,-0.5125,0.0865964,0.307256,63.2141,1.778001e-05
-1.0625,-0.4875,0.0865964,0.325462,49.7804,1.400157e-05
-1.0625,-0.4625,0.0865964,0.344747,29.9382,8.420617e-06
-1.0625,-0.4375,0.0865964,0.365174,19.9724,5.617569e-06
-1.0625,-0.4125,0.0865964,0.386812,19.0687,5.363394e-06
-1.0625,-0.3875,0.0865964,0.409732,19.508,5.486940e-06
-1.0625,-0.3625,0.0865964,0.43401,15.7238,4.422581e-06
-1.0625,-0.3375,0.0865964,0.459727,9.86876,2.775753e-06
-1.0625,-0.3125,0.0865964,0.486968,13.9205,3.915375e-06
-1.0625,-0.2875,0.0865964,0.515822,17.9891,5.059742e-06
-1.0625,-0.2625,0.0865964,0.546387,21.3198,5.996558e-06
-1.0625,-0.2375,0.0865964,0.578762,21.0561,5.922370e-06
-1.0625,-0.2125,0.0865964,0.613056,30.8559,8.678733e-06
-1.0625,-0.1875,0.0865964,0.649382,32.1991,9.056537e-06
-1.0625,-0.1625,0.0865964,0.68786,24.8898,7.000661e-06
-1.0625,-0.1375,0.0865964,0.728618,27.9159,7.851815e-06
-1.0625,-0.1125,0.0865964,0.771792,34.7486,9.773614e-06
-1.0625,-0.0875,0.0865964,0.817523,27.6767,7.784522e-06
-1.0625,-0.0625,0.0865964,0.865964,46.4531,1.306572e-05
-1.0625,-0.0375,0.0865964,0.917276,32.4142,9.117021e-06
-1.0625,-0.0125,0.0865964,0.971628,27.0956,7.621076e-06
-1.0625,0.0125,0.0865964,1.0292,30.7537,8.649977e-06
-1.0625,0.0375,0.0865964,1.09018,27.0068,7.596115e-06
-1.0625,0.0625,0.0865964,1.15478,32.8802,9.248107e-06
-1.0625,0.0875,0.0865964,1.22321,31.2407,8.786978e-06
-1.0625,0.1125,0.0865964,1.29569,27.827,7.826806e-06
-1.0625,0.1375,0.0865964,1.37246,23.9916,6.748050e-06
-1.0625,0.1625,0.0865964,1.45378,21.1209,5.940607e-06
-1.0625,0.1875,0.0865964,1.53993,18.6047,5.232885e-06
-1.0625,0.2125,0.0865964,1.63117,15.5875,4.384244e-06
-1.0625,0.2375,0.0865964,1.72783,19.3066,5.430309e-06
-1.0625,0.2625,0.0865964,1.83021,14.8225,4.169073e-06
-1.0625,0.2875,0.0865964,1.93865,14.5963,4.105462e-06
-1.0625,0.3125,0.0865964,2.05353,9.71526,2.732579e-06
-1.0625,0.3375,0.0865964,2.1752,7.15062,2.011233e-06
-1.0625,0.3625,0.0865964,2.30409,6.36271,1.789619e-06
-1.0625,0.3875,0.0865964,2.44062,6.7626,1.902093e-06
-1.0625,0.4125,0.0865964,2.58523,7.98307,2.245373e-06
-1.0625,0.4375,0.0865964,2.73842,6.23993,1.755084e-06
-1.0625,0.4625,0.0865964,2.90068,6.06302,1.705326e-06
-1.0625,0.4875,0.0865964,3.07256,5.27178,1.482775e-06
-1.0625,0.5125,0.0865964,3.25462,3.20797,9.022937e-07
-1.0625,0.5375,0.0865964,3.44747,2.26851,6.380569e-07
-1.0625,0.5625,0.0865964,3.65174,1.47271,4.142239e-07
-1.0625,0.5875,0.0865964,3.86812,1.59349,4.481960e-07
-1.0625,0.6125,0.0865964,4.09732,1.4796,4.161623e-07
-1.0625,0.6375,0.0865964,4.3401,0.971538,2.732613e-07
-1.0625,0.6625,0.0865964,4.59727,0.47329,1.331208e-07
-1.0625,0.6875,0.0865964,4.86968,0.141513,3.980277e-08
-1.0625,0.7125,0.0865964,5.15822,0.353781,9.950692e-08
-1.0625,0.7375,0.0865964,5.46387,0.400952,1.127745e-07
-1.0625,0.7625,0.0865964,5.78762,0.141513,3.980277e-08
-1.0625,0.7875,0.0865964,6.13056,0.212269,5.970415e-08
-1.0375,-1.9875,0.0917276,0.010292,0.801904,2.255490e-07
-1.0375,-1.9625,0.0917276,0.0109018,0.601428,1.691618e-07
-1.0375,-1.9375,0.0917276,0.0115478,0.721714,2.029941e-07
-1.0375,-1.9125,0.0917276,0.0122321,0.990588,2.786194e-07
-1.0375,-1.8875,0.0917276,0.0129569,0.874046,2.458400e-07
-1.0375,-1.8625,0.0917276,0.0137246,1.17324,3.299944e-07
-1.0375,-1.8375,0.0917276,0.0145378,0.619609,1.742755e-07
-1.0375,-1.8125,0.0917276,0.0153993,0.481143,1.353294e-07
-1.0375,-1.7875,0.0917276,0.0163117,0.481143,1.353294e-07
-1.0375,-1.7625,0.0917276,0.0172783,0.945102,2.658256e-07
-1.0375,-1.7375,0.0917276,0.0183021,1.1321,3.184221e-07
-1.0375,-1.7125,0.0917276,0.0193865,0.801904,2.255490e-07
-1.0375,-1.6875,0.0917276,0.0205353,0.801904,2.255490e-07
-1.0375,-1.6625,0.0917276,0.021752,1.0938,3.076495e-07
-1.0375,-1.6375,0.0917276,0.0230409,1.35918,3.822911e-07
-1.0375,-1.6125,0.0917276,0.0244062,0.863284,2.428131e-07
-1.0375,-1.5875,0.0917276,0.0258523,1.41343,3.975496e-07
-1.0375,-1.5625,0.0917276,0.0273842,1.24657,3.506198e-07
-1.0375,-1.5375,0.0917276,0.0290068,1.23537,3.474689e-07
-1.0375,-1.5125,0.0917276,0.0307256,1.26264,3.551375e-07
-1.0375,-1.4875,0.0917276,0.0325462,2.53487,7.129750e-07
-1.0375,-1.4625,0.0917276,0.0344747,0.141513,3.980277e-08
-1.0375,-1.4375,0.0917276,0.0365174,2.10768,5.928205e-07
-1.0375,-1.4125,0.0917276,0.0386812,1.56424,4.399684e-07
-1.0375,-1.3875,0.0917276,0.0409732,1.50962,4.246051e-07
-1.0375,-1.3625,0.0917276,0.043401,1.33583,3.757232e-07
-1.0375,-1.3375,0.0917276,0.0459727,2.60936,7.339264e-07
-1.0375,-1.3125,0.0917276,0.0486968,4.30204,1.210020e-06
-1.0375,-1.2875,0.0917276,0.0515822,5.14999,1.448521e-06
-1.0375,-1.2625,0.0917276,0.0546387,8.3798,2.356958e-06
-1.0375,-1.2375,0.0917276,0.0578762,17.8078,5.008740e-06
-1.0375,-1.2125,0.0917276,0.0613056,24.6471,6.932421e-06
-1.0375,-1.1875,0.0917276,0.0649382,40.8353,1.148562e-05
-1.0375,-1.1625,0.0917276,0.068786,44.7707,1.259250e-05
-1.0375,-1.1375,0.0917276,0.0728618,66.2463,1.863289e-05
-1.0375,-1.1125,0.0917276,0.0771792,115.262,3.241940e-05
-1.0375,-1.0875,0.0917276,0.0817523,225.809,6.351259e-05
-1.0375,-1.0625,0.0917276,0.0865964,445.147,1.252050e-04
-1.0375,-1.0375,0.0917276,0.0917276,702.547,1.976031e-04
-1.0375,-1.0125,0.0917276,0.0971628,1328.9,3.737747e-04
-1.0375,-0.9875,0.0917276,0.10292,2305.61,6.484921e-04
-1.0375,-0.9625,0.0917276,0.109018,3732.66,1.049872e-03
-1.0375,-0.9375,0.0917276,0.115478,4960.9,1.395337e-03
-1.0375,-0.9125,0.0917276,0.122321,6396.88,1.799230e-03
-1.0375,-0.8875,0.0917276,0.129569,7215.37,2.029444e-03
-1.0375,-0.8625,0.0917276,0.137246,6654.23,1.871614e-03
-1.0375,-0.8375,0.0917276,0.145378,5677.52,1.596896e-03
-1.0375,-0.8125,0.0917276,0.153993,4095.04,1.151797e-03
-1.0375,-0.7875,0.0917276,0.163117,3341.94,9.399764e-04
-1.0375,-0.7625,0.0917276,0.172783,2723.68,7.660814e-04
-1.0375,-0.7375,0.0917276,0.183021,2213.9,6.226958e-04
-1.0375,-0.7125,0.0917276,0.193865,1992.81,5.605102e-04
-1.0375,-0.6875,0.0917276,0.205353,1873.56,5.269687e-04
-1.0375,-0.6625,0.0917276,0.21752,1642.77,4.620558e-04
-1.0375,-0.6375,0.0917276,0.230409,1430.16,4.022563e-04
-1.0375,-0.6125,0.0917276,0.244062,1323.37,3.722212e-04
-1.0375,-0.5875,0.0917276,0.258523,912.128,2.565511e-04
-1.0375,-0.5625,0.0917276,0.273842,561.966,1.580622e-04
-1.0375,-0.5375,0.0917276,0.290068,220.891,6.212941e-05
-1.0375,-0.5125,0.0917276,0.307256,120.636,3.393087e-05
-1.0375,-0.4875,0.0917276,0.325462,66.6423,1.874425e-05
-1.0375,-0.4625,0.0917276,0.344747,40.0707,1.127055e-05
-1.0375,-0.4375,0.0917276,0.365174,32.0785,9.022610e-06
-1.0375,-0.4125,0.0917276,0.386812,32.4938,9.139434e-06
-1.0375,-0.3875,0.0917276,0.409732,22.4689,6.319752e-06
-1.0375,-0.3625,0.0917276,0.43401,23.8134,6.697920e-06
-1.0375,-0.3375,0.0917276,0.459727,18.8568,5.303802e-06
-1.0375,-0.3125,0.0917276,0.486968,17.1907,4.835177e-06
-1.0375,-0.2875,0.0917276,0.515822,24.8215,6.981462e-06
-1.0375,-0.2625,0.0917276,0.546387,25.3155,7.120409e-06
-1.0375,-0.2375,0.0917276,0.578762,25.6826,7.223668e-06
-1.0375,-0.2125,0.0917276,0.613056,30.755,8.650359e-06
-1.0375,-0.1875,0.0917276,0.649382,27.2694,7.669972e-06
-1.0375,-0.1625,0.0917276,0.68786,36.0716,1.014574e-05
-1.0375,-0.1375,0.0917276,0.728618,30.2889,8.519257e-06
-1.0375,-0.1125,0.0917276,0.771792,34.7486,9.773614e-06
-1.0375,-0.0875,0.0917276,0.817523,35.5159,9.989436e-06
-1.0375,-0.0625,0.0917276,0.865964,48.311,1.358829e-05
-1.0375,-0.0375,0.0917276,0.917276,51.8138,1.457351e-05
-1.0375,-0.0125,0.0917276,0.971628,47.9136,1.347649e-05
-1.0375,0.0125,0.0917276,1.0292,50.5502,1.421808e-05
-1.0375,0.0375,0.0917276,1.09018,50.5502,1.421808e-05
-1.0375,0.0625,0.0917276,1.15478,51.9895,1.462291e-05
-1.0375,0.0875,0.0917276,1.22321,53.367,1.501036e-05
-1.0375,0.1125,0.0917276,1.29569,47.2227,1.328217e-05
