# In situ Chl-a and CDOM shared by Raphe Kudela (UCSC), expressed in
# the units of Dutkiewicz et al. (2018) Fig. 10a.
# source: field  = CDOM_TChla.csv (789 Pacific/Arctic samples, 2010-2017;
#                  distinct near-surface samples, Chl-a by HPLC --
#                  R. Kudela via Q&A in claude_prompts/dutkiewicz_priors.md)
#         GLORIA = GLORIA_meta_and_lab.csv (Lehmann et al. 2023), rows with
#                  both Chla and aCDOM440
# Chl in mg m-3 (as reported);
# CDOM (mmol C m-3) = aCDOM440 * exp(-0.021*10) / 0.18
#   (shift to 450 nm with the Darwin spectral slope, then invert ccdom(450))
# QC: rows with non-positive Chl or aCDOM440 dropped.
# Written by robust/dutkiewicz2018_fig10.py.
source,Chl,aCDOM440,CDOM
GLORIA,23.283,0.7481,3.36888
GLORIA,15.355,0.5012,2.25703
GLORIA,21.724,0.4592,2.06789
GLORIA,14.3,0.4051,1.82426
GLORIA,24.541,0.4566,2.05618
GLORIA,7.325,0.5589,2.51686
GLORIA,0.293,1.0113,4.55413
GLORIA,9.707,1.8373,8.27381
GLORIA,6.908,1.3855,6.23925
GLORIA,7.058,1.9713,8.87725
GLORIA,8.799,1.463,6.58825
GLORIA,2.777,1.005,4.52576
GLORIA,6.741,1.4253,6.41848
GLORIA,13.304,1.2251,5.51693
GLORIA,27.229,1.4179,6.38515
GLORIA,8.043,1.2747,5.74029
GLORIA,8.499,1.382,6.22349
GLORIA,1.575,0.4148,1.86795
GLORIA,1.573,0.3574,1.60946
GLORIA,1.078,0.337,1.51759
GLORIA,1.038,0.4445,2.00169
GLORIA,9.272,0.7261,3.26981
GLORIA,7.683,0.6177,2.78165
GLORIA,5.357,0.4883,2.19893
GLORIA,4.798,0.5154,2.32097
GLORIA,2.287,0.4718,2.12463
GLORIA,17.958,0.3797,1.70988
GLORIA,21.849,0.4542,2.04537
GLORIA,5.691,0.8312,3.7431
GLORIA,10.125,0.7574,3.41076
GLORIA,11.541,0.8559,3.85433
GLORIA,9.778,0.6198,2.79111
GLORIA,4.311,0.597,2.68844
GLORIA,5.116,0.5531,2.49075
GLORIA,7.695,0.2694,1.21317
GLORIA,30.406,0.575,2.58937
GLORIA,4.992,0.999,4.49874
GLORIA,10.789,0.7011,3.15723
GLORIA,7.19,0.6152,2.7704
GLORIA,11.659,0.5367,2.41689
GLORIA,4.24,0.5591,2.51776
GLORIA,1.517,0.4566,2.05618
GLORIA,16.017,0.3634,1.63648
GLORIA,25.081,0.2944,1.32576
GLORIA,4.058,0.9635,4.33888
GLORIA,2.697,0.688,3.09823
GLORIA,8.782,0.6326,2.84875
GLORIA,7.632,0.549,2.47228
GLORIA,12.307,0.4799,2.16111
GLORIA,4.152,0.5744,2.58666
GLORIA,3.796,0.4377,1.97107
GLORIA,14.322,0.5374,2.42004
GLORIA,6.546,0.8521,3.83722
GLORIA,11.198,0.8489,3.82281
GLORIA,10.943,0.8587,3.86694
GLORIA,10.729,0.6851,3.08517
GLORIA,4.594,0.4924,2.2174
GLORIA,3.997,0.5794,2.60918
GLORIA,22.853,0.3231,1.455
GLORIA,14.155,0.4236,1.90757
GLORIA,2.839,0.8279,3.72824
GLORIA,5.392,0.5704,2.56865
GLORIA,1.095,0.5971,2.68889
GLORIA,5.825,0.5138,2.31377
GLORIA,1.26,0.5952,2.68033
GLORIA,3.339,0.5294,2.38402
GLORIA,4.402,0.6804,3.06401
GLORIA,1.61,0.5311,2.39167
GLORIA,4.754,0.5486,2.47048
GLORIA,2.639,0.5703,2.5682
GLORIA,43.941,2.1415,9.6437
GLORIA,12.117,2.0085,9.04477
GLORIA,57.276,3.0607,13.7831
GLORIA,33.443,2.707,12.1903
GLORIA,4.897,2.5099,11.3027
GLORIA,9.839,5.5076,24.8021
GLORIA,24.392,3.3354,15.0201
GLORIA,43.288,4.9426,22.2577
GLORIA,16.805,4.9083,22.1033
GLORIA,20.15,2.642,11.8976
GLORIA,39.841,2.5927,11.6756
GLORIA,1.643,2.3375,10.5263
GLORIA,0.563,2.5892,11.6598
GLORIA,6.617,1.2954,5.8335
GLORIA,2.369,2.4592,11.0744
GLORIA,7.769,1.2585,5.66733
GLORIA,4.357,1.8794,8.4634
GLORIA,8.433,1.3017,5.86188
GLORIA,7.943,0.9363,4.21639
GLORIA,8.587,0.6516,2.93431
GLORIA,8.303,1.1022,4.96348
GLORIA,7.487,0.468,2.10752
GLORIA,20.351,1.1639,5.24133
GLORIA,19.281,1.2293,5.53584
GLORIA,10.63,5.27,23.7321
GLORIA,5.51,4.83,21.7507
GLORIA,13.15,4.55,20.4898
GLORIA,8.6,4.87,21.9308
GLORIA,8.45,4.88,21.9758
GLORIA,172.564,0.78573,3.53834
GLORIA,180.398,0.9942,4.47713
GLORIA,40.3718,0.91232,4.1084
GLORIA,8.77072,0.94242,4.24395
GLORIA,15.7691,0.80876,3.64205
GLORIA,17.2903,0.80605,3.62984
GLORIA,43.4629,0.84037,3.78439
GLORIA,32.2779,1.6866,7.59517
GLORIA,3.715,0.81102,3.65222
GLORIA,19.505,0.86701,3.90436
GLORIA,12.71,0.80063,3.60543
GLORIA,9.895,0.97178,4.37616
GLORIA,40.215,0.76586,3.44886
GLORIA,32.21,0.7332,3.30178
GLORIA,21.495,0.80575,3.62849
GLORIA,19.795,0.82502,3.71527
GLORIA,120.705,0.97584,4.39445
GLORIA,258.83,0.92963,4.18635
GLORIA,253.035,1.1453,5.15757
GLORIA,54.165,0.76812,3.45903
GLORIA,46.495,0.5934,2.67223
GLORIA,59.19,0.6438,2.89919
GLORIA,38.975,0.6102,2.74788
GLORIA,21.965,0.5753,2.59072
GLORIA,42.86,0.6412,2.88748
GLORIA,20.96,0.6661,2.99961
GLORIA,16.315,0.6105,2.74923
GLORIA,14.96,0.648,2.9181
GLORIA,26.925,1.515,6.82242
GLORIA,21.995,1.781,8.02028
GLORIA,37.48,1.8433,8.30083
GLORIA,10.745,1.8982,8.54806
GLORIA,9.335,1.671,7.52492
GLORIA,11.965,1.7453,7.85951
GLORIA,11.67,1.6568,7.46098
GLORIA,17.6365,0.90873,4.09223
GLORIA,12.0555,1.36,6.12441
GLORIA,25.8906,1.44,6.48467
GLORIA,6.46184,1.5,6.75487
GLORIA,20.7075,1.57,7.0701
GLORIA,2.75024,2.05,9.23165
GLORIA,2.38979,2.47,11.123
GLORIA,3.2,2.137,9.62345
GLORIA,2,2.33938,10.5348
GLORIA,1.3,1.14832,5.17115
GLORIA,1.4,1.81183,8.15911
GLORIA,2,2.29186,10.3208
GLORIA,2,1.89668,8.5412
GLORIA,2,3.12875,14.0895
GLORIA,2.8,2.07071,9.32491
GLORIA,2.6,2.10021,9.45774
GLORIA,1.4,3.88892,17.5128
GLORIA,8.8,2.13106,9.5967
GLORIA,8.6,1.67801,7.55648
GLORIA,14.8,1.57272,7.08234
GLORIA,193,1.77268,7.9828
GLORIA,36.3,1.88922,8.50762
GLORIA,29.9,1.41733,6.38259
GLORIA,21.1,2.44689,11.0189
GLORIA,7.8,1.82705,8.22766
GLORIA,4.2,0.261512,1.17765
GLORIA,5,0.367269,1.6539
GLORIA,3.5,0.23896,1.07609
GLORIA,2.8,0.53896,2.42707
GLORIA,31,0.88588,3.98934
GLORIA,2.5,0.351469,1.58275
GLORIA,3.1,0.184829,0.832331
GLORIA,2.6,0.141585,0.63759
GLORIA,2.8,0.126347,0.568974
GLORIA,3.2,0.128044,0.576614
GLORIA,6.7,0.218011,0.981757
GLORIA,3.2,0.172728,0.777836
GLORIA,2,0.0950067,0.427839
GLORIA,1.4,0.859888,3.87229
GLORIA,3.2,0.224786,1.01227
GLORIA,1,0.871022,3.92242
GLORIA,11.3,0.922204,4.15291
GLORIA,26.1,0.722331,3.25283
GLORIA,41.9,1.34724,6.06697
GLORIA,4.8,0.110313,0.496768
GLORIA,11.6,0.325,1.46355
GLORIA,14.5,0.265,1.19336
GLORIA,2.2,0.651045,2.93181
GLORIA,2.6,0.720251,3.24347
GLORIA,2.2,0.755837,3.40372
GLORIA,2.7,0.638074,2.8734
GLORIA,2.9,0.089,0.400789
GLORIA,2.9,0.063,0.283704
GLORIA,1.5,0.109,0.490854
GLORIA,10,0.512,2.30566
GLORIA,1.7,0.705945,3.17904
GLORIA,37.8,1.56523,7.04862
GLORIA,2.5,1.28232,5.77461
GLORIA,1.8,0.972363,4.37879
GLORIA,2.8,1.90156,8.56318
GLORIA,1.4,2.14403,9.6551
GLORIA,1.4,2.17752,9.8059
GLORIA,1.4,5.54363,24.9643
GLORIA,2.9,2.16049,9.72921
GLORIA,2.1,1.92372,8.66296
GLORIA,2.8,2.1483,9.67433
GLORIA,3.6,2.0307,9.14475
GLORIA,2.1,2.53717,11.4255
GLORIA,1.7,1.9306,8.69397
GLORIA,2.9,2.09576,9.43772
GLORIA,2.9,2.05057,9.23421
GLORIA,2.1,2.28351,10.2832
GLORIA,2.9,2.32896,10.4879
GLORIA,2.1,2.1022,9.46674
GLORIA,3.5,4.37971,19.7229
GLORIA,4.3,2.57463,11.5942
GLORIA,2.1,0.072,0.324234
GLORIA,2.5,0.123,0.553899
GLORIA,1.8,0.079,0.355756
GLORIA,2.9,0.094,0.423305
GLORIA,2.9,0.117,0.52688
GLORIA,10.8,0.317,1.42753
GLORIA,5,0.148,0.66648
GLORIA,6.5,0.126,0.567409
GLORIA,11.5,0.165,0.743036
GLORIA,11.5,0.232,1.04475
GLORIA,9.4,0.275,1.23839
GLORIA,42.9,0.672,3.02618
GLORIA,5.1,0.164,0.738532
GLORIA,56.8,0.994862,4.48011
GLORIA,9.4,0.239912,1.08038
GLORIA,11.6,0.203311,0.91556
GLORIA,12.3,0.41739,1.87961
GLORIA,16.8,0.315237,1.41959
GLORIA,1.4,0.0842809,0.379538
GLORIA,6.9,0.177262,0.798253
GLORIA,18.2,0.238278,1.07302
GLORIA,39.4,1.15955,5.22172
GLORIA,36.5,0.676691,3.0473
GLORIA,32.8,1.28879,5.80375
GLORIA,1.54809,0.137298,0.618289
GLORIA,1.33692,0.0769385,0.346473
GLORIA,0.592743,0.0876615,0.394761
GLORIA,1.85261,0.0821249,0.369829
GLORIA,1.22493,0.0856335,0.385629
GLORIA,1.08055,0.0947474,0.426671
GLORIA,1.21711,0.150233,0.676537
GLORIA,1.12961,0.148825,0.670196
GLORIA,0.966313,0.13233,0.595915
GLORIA,2.47221,0.082582,0.371887
GLORIA,1.35542,0.0759687,0.342106
GLORIA,1.50055,0.0691456,0.311379
GLORIA,0.651369,0.125062,0.563187
GLORIA,1.20832,0.104612,0.471094
GLORIA,0.852123,0.0535299,0.241058
GLORIA,0.887577,0.0418241,0.188344
GLORIA,0.877049,0.0897951,0.404369
GLORIA,1.09785,0.0820947,0.369693
GLORIA,4.4038,0.0543221,0.244626
GLORIA,4.5087,0.0437213,0.196888
GLORIA,2.626,0.050569,0.227725
GLORIA,6,1.41766,6.38409
GLORIA,60,2.61727,11.7862
GLORIA,69,2.89661,13.0441
GLORIA,69,2.6989,12.1538
GLORIA,96,2.44915,11.0291
GLORIA,97,2.85484,12.856
GLORIA,91,2.44991,11.0326
GLORIA,33,1.02719,4.62569
GLORIA,10,2.73794,12.3296
GLORIA,9,1.95102,8.78594
GLORIA,4,1.96108,8.83123
GLORIA,70,3.0151,13.5778
GLORIA,12,1.11122,5.00409
GLORIA,10,2.64354,11.9045
GLORIA,113,1.8162,8.17879
GLORIA,125,2.14588,9.66345
GLORIA,9,1.02111,4.5983
GLORIA,5,0.900014,4.05299
GLORIA,5,1.04372,4.70012
GLORIA,2,1.19051,5.36118
GLORIA,3.1,0.022,0.0990714
GLORIA,3.2,0.027,0.121588
GLORIA,3,0.046,0.207149
GLORIA,2.5,0.042,0.189136
GLORIA,2.7,0.041,0.184633
GLORIA,0.9,0.054,0.243175
GLORIA,2.3,0.12,0.540389
GLORIA,3.8,0.129,0.580919
GLORIA,2.56,0.08,0.36026
GLORIA,2.52,0.096,0.432312
GLORIA,2.89,0.078,0.351253
GLORIA,2.36,0.081,0.364763
GLORIA,2.68,0.071,0.31973
GLORIA,1.79,0.018,0.0810584
GLORIA,1.21,0.017,0.0765552
GLORIA,1.59,0.046,0.207149
GLORIA,1.49,0.06,0.270195
GLORIA,2.58,0.102,0.459331
GLORIA,1.3,0.028,0.126091
GLORIA,0.7,0.056,0.252182
GLORIA,1.4,0.045,0.202646
GLORIA,1.56,0.035,0.157614
GLORIA,1.52,0.065,0.292711
GLORIA,1.64,0.07,0.315227
GLORIA,0.4,0.0415,0.186885
GLORIA,1.3,0.03206,0.144374
GLORIA,1.3,0.08034,0.361791
GLORIA,1.9,0.03221,0.14505
GLORIA,36.65,0.27,1.21588
GLORIA,36.65,0.27,1.21588
GLORIA,35.19,0.23,1.03575
GLORIA,10.01,0.35,1.57614
GLORIA,5.38,0.22,0.990714
GLORIA,6.11,0.29,1.30594
GLORIA,5.94,0.19,0.855617
GLORIA,10.31,0.18,0.810584
GLORIA,28.67,0.16,0.720519
GLORIA,32.49,0.15,0.675487
GLORIA,13.8,0.15,0.675487
GLORIA,31,0.49,2.20659
GLORIA,36.3,0.38,1.71123
GLORIA,2.93,0.06,0.270195
GLORIA,2.78,0.05,0.225162
GLORIA,4.5,0.087,0.391782
GLORIA,4,0.071,0.31973
GLORIA,3.3,0.093,0.418802
GLORIA,5,0.086,0.387279
GLORIA,3.1,0.109,0.490854
GLORIA,3.3,0.095,0.427808
GLORIA,3.2,0.045,0.202646
GLORIA,40.7,0.22,0.990714
GLORIA,38.11,0.19,0.855617
GLORIA,35.47,0.22,0.990714
GLORIA,43.13,0.28,1.26091
GLORIA,6.37,0.27,1.21588
GLORIA,18.19,0.22,0.990714
GLORIA,46.03,0.25,1.12581
GLORIA,71.24,0.23,1.03575
GLORIA,31.96,0.29,1.30594
GLORIA,1.88,0.09,0.405292
GLORIA,1.45,0.14,0.630454
GLORIA,3.15,0.09,0.405292
GLORIA,3.24,0.08,0.36026
GLORIA,3.96,0.09,0.405292
GLORIA,1.42961,0.0352917,0.158927
GLORIA,1.8754,0.0322116,0.145057
GLORIA,1.29219,0.0803396,0.361789
GLORIA,1.30455,0.0320594,0.144371
GLORIA,1.30455,0.0320594,0.144371
GLORIA,0.440607,0.041496,0.186867
GLORIA,1.55577,0.0295203,0.132937
GLORIA,1.37328,0.105344,0.474389
GLORIA,1.50107,0.0439044,0.197712
GLORIA,1.22285,0.0499693,0.225024
GLORIA,1.04187,0.0471144,0.212168
GLORIA,0.874185,0.0537208,0.241918
GLORIA,0.604975,0.0614234,0.276605
GLORIA,1.19058,0.0376761,0.169665
GLORIA,0.46252,0.0353303,0.159101
GLORIA,1.00661,0.0333274,0.150081
GLORIA,1.58691,0.0135528,0.0610318
GLORIA,1.48856,0.00965906,0.0434971
GLORIA,1.45694,0.0255578,0.115093
GLORIA,1.22221,0.011209,0.0504767
GLORIA,1.33333,0.00806661,0.0363259
GLORIA,1.02446,0.0171555,0.0772555
GLORIA,1.48823,0.0355729,0.160194
GLORIA,1.37058,0.0382135,0.172085
GLORIA,2.0809,0.0281566,0.126796
GLORIA,1.63247,0.085686,0.385865
GLORIA,4.67935,0.08526,0.383947
GLORIA,5.91515,0.0663391,0.298741
GLORIA,4.07979,0.0688182,0.309905
GLORIA,1.46173,0.0329583,0.148419
GLORIA,1.51851,0.03808,0.171484
GLORIA,1.71129,0.0669974,0.301706
GLORIA,0.89,0.078,0.351253
GLORIA,1.25,0.047,0.211653
GLORIA,1.08,0.039,0.175627
GLORIA,1.37,0.044,0.198143
GLORIA,0.5659,0.160512,0.722827
GLORIA,0.549567,0.111705,0.503035
GLORIA,0.750483,0.136309,0.613831
GLORIA,2.75298,0.01603,0.072187
GLORIA,2.40996,0.037386,0.168358
GLORIA,2.35478,0.0452533,0.203787
GLORIA,6.1,0.200895,0.904679
GLORIA,14,0.185037,0.833268
GLORIA,28.1,0.169251,0.762179
GLORIA,0.27,0.057,0.256685
GLORIA,4.18,0.074,0.33324
GLORIA,1.09,0.11284,0.508148
GLORIA,1.44,0.167333,0.75354
GLORIA,0.86,0.0743104,0.334638
GLORIA,1.43,0.133343,0.600477
GLORIA,1.47,0.143763,0.647399
GLORIA,1.59,0.161313,0.726431
GLORIA,1.43,0.127216,0.572883
GLORIA,2.09,0.13808,0.621806
GLORIA,1.77,0.139115,0.62647
GLORIA,1.65,0.127381,0.57363
GLORIA,1.3,0.119682,0.538959
GLORIA,0.50244,0.141194,0.635833
GLORIA,0.21156,0.105846,0.476649
GLORIA,0.32256,0.110494,0.497583
GLORIA,0.95002,0.0668114,0.300868
GLORIA,0.317867,0.0738874,0.332733
GLORIA,0.50058,0.0946748,0.426344
GLORIA,0.35925,0.103011,0.463882
GLORIA,2.10672,0.134683,0.606511
GLORIA,12.7,0.743516,3.34823
GLORIA,23.8,0.937664,4.22253
GLORIA,17.1,1.45245,6.54076
GLORIA,2.68,1.21646,5.47801
GLORIA,17,1.07588,4.84495
GLORIA,4.56,0.615187,2.77034
GLORIA,20.8,1.16366,5.24026
GLORIA,7.16,0.712311,3.20771
GLORIA,14.1,1.19934,5.4009
GLORIA,13.6,0.695038,3.12993
GLORIA,24.1,0.821438,3.69914
GLORIA,17.7,1.06024,4.77454
GLORIA,7.26,1.00928,4.54505
GLORIA,18,0.929983,4.18794
GLORIA,9.46,0.712292,3.20762
GLORIA,23.3,1.15607,5.20606
GLORIA,7.63,0.58081,2.61553
GLORIA,17.5,1.10373,4.97035
GLORIA,12.5,0.622417,2.8029
GLORIA,18.3,0.650938,2.93134
GLORIA,33,0.94134,4.23909
GLORIA,120,1.11442,5.01851
GLORIA,32.4,1.0083,4.54063
GLORIA,45.1,0.696303,3.13562
GLORIA,28.9,0.929019,4.1836
GLORIA,14.5,0.55225,2.48692
GLORIA,24.4,0.613677,2.76354
GLORIA,23.2,0.646213,2.91006
GLORIA,30.1,0.89232,4.01834
GLORIA,47.1,0.933286,4.20282
GLORIA,53.1,0.982231,4.42323
GLORIA,53.7,0.791892,3.56609
GLORIA,28.6,0.885392,3.98714
GLORIA,27.8,0.456864,2.05737
GLORIA,62.1,1.05436,4.74805
GLORIA,12.6,0.642971,2.89546
GLORIA,39.2,0.644725,2.90335
GLORIA,30.4,1.15658,5.20836
GLORIA,30,0.910085,4.09834
GLORIA,79.6,1.04835,4.72097
GLORIA,36.4,0.729897,3.28691
GLORIA,37.7,0.934308,4.20742
GLORIA,16.9,0.455265,2.05017
GLORIA,50.4,1.26377,5.69105
GLORIA,9.81,0.621758,2.79993
GLORIA,47,0.620682,2.79508
GLORIA,11.9,1.20607,5.43124
GLORIA,35.9,0.879882,3.96233
GLORIA,79.5,0.92329,4.1578
GLORIA,36,0.755383,3.40167
GLORIA,41.8,0.989629,4.45654
GLORIA,26.3,0.466842,2.10231
GLORIA,40.4,1.18243,5.32479
GLORIA,25.1,0.613795,2.76407
GLORIA,39.9,0.56835,2.55942
GLORIA,23.2,0.979106,4.40916
GLORIA,67.6,0.985322,4.43715
GLORIA,41.1,0.872046,3.92704
GLORIA,37.9,0.692068,3.11655
GLORIA,46.2,0.850206,3.82869
GLORIA,34.6,0.524134,2.36031
GLORIA,68.7,1.3685,6.16267
GLORIA,10.9,0.657081,2.959
GLORIA,20.6,0.535739,2.41256
GLORIA,132,1.17723,5.30135
GLORIA,34.8,1.06329,4.78824
GLORIA,80.2,0.90248,4.06409
GLORIA,27.8,1.18686,5.34473
GLORIA,29,0.717195,3.22971
GLORIA,49.7,0.830902,3.74176
GLORIA,33.5,0.717195,3.22971
GLORIA,4.42,0.698621,3.14606
GLORIA,19.1,0.691478,3.1139
GLORIA,201,1.45086,6.53358
GLORIA,2.27,1.34589,6.06089
GLORIA,81.2,0.958667,4.31711
GLORIA,58.1,1.27943,5.76161
GLORIA,13.3,0.896839,4.03869
GLORIA,25.2,0.917584,4.1321
GLORIA,31.3,0.577584,2.601
GLORIA,12.6,0.401866,1.8097
GLORIA,18.5,0.726378,3.27106
GLORIA,11.5,0.524787,2.36325
GLORIA,8.89,0.480816,2.16523
GLORIA,14.9,0.558457,2.51487
GLORIA,196,1.34892,6.07451
GLORIA,35.8,1.17384,5.28607
GLORIA,49,0.755208,3.40089
GLORIA,8.34,0.721651,3.24977
GLORIA,10.2,0.464241,2.09059
GLORIA,6.31,0.769056,3.46325
GLORIA,10.2,0.561172,2.52709
GLORIA,7.19,0.550999,2.48128
GLORIA,4.76,0.514147,2.31533
GLORIA,6.77,1.15208,5.18808
GLORIA,4.05,0.857001,3.85928
GLORIA,49.7,0.821634,3.70002
GLORIA,12.8,0.834138,3.75633
GLORIA,5.49,0.455139,2.0496
GLORIA,15.1,0.763001,3.43598
GLORIA,9.05,0.592941,2.67016
GLORIA,3.97,0.517986,2.33262
GLORIA,14.7,0.556405,2.50563
GLORIA,10.5,0.884876,3.98481
GLORIA,9.78,0.933673,4.20456
GLORIA,36,0.690057,3.1075
GLORIA,6.8,0.757128,3.40953
GLORIA,4.11,0.462374,2.08218
GLORIA,36.9,0.90754,4.08688
GLORIA,14.9,0.613163,2.76122
GLORIA,7.63,0.52837,2.37938
GLORIA,52.3,0.572263,2.57704
GLORIA,33,0.853944,3.84552
GLORIA,12.1,1.1767,5.29895
GLORIA,95.5,0.900264,4.05411
GLORIA,21,0.844507,3.80302
GLORIA,8.54,0.352967,1.5895
GLORIA,53,0.420074,1.8917
GLORIA,22.6,0.654054,2.94536
GLORIA,21.3,0.461409,2.07784
GLORIA,7.89,0.445294,2.00527
GLORIA,13.8,0.474997,2.13903
GLORIA,16.1,0.647476,2.91574
GLORIA,102,1.04053,4.68576
GLORIA,34.4,0.685522,3.08707
GLORIA,8.91,0.39519,1.77964
GLORIA,83.2,0.527041,2.3734
GLORIA,28.4,0.71883,3.23707
GLORIA,21.4,0.522322,2.35215
GLORIA,15.2,0.478521,2.1549
GLORIA,24.2,0.4661,2.09896
GLORIA,27.5,0.864252,3.89194
GLORIA,103,0.839091,3.77863
GLORIA,30.1,0.742347,3.34297
GLORIA,7.39,0.415993,1.87332
GLORIA,129,0.632296,2.84738
GLORIA,23.7,0.800483,3.60477
GLORIA,28.1,0.602393,2.71272
GLORIA,23,0.493985,2.22454
GLORIA,28.9,0.552458,2.48785
GLORIA,27.8,0.983763,4.43013
GLORIA,102,0.864281,3.89207
GLORIA,42,0.856824,3.85849
GLORIA,117,0.670514,3.01949
GLORIA,117,0.686272,3.09045
GLORIA,133,0.617692,2.78162
GLORIA,87.8,0.667351,3.00524
GLORIA,95.4,0.64525,2.90572
GLORIA,146,0.737342,3.32043
GLORIA,147,0.823447,3.70819
GLORIA,150,0.735534,3.31229
GLORIA,132,0.672341,3.02772
GLORIA,129,0.755621,3.40275
GLORIA,101,0.714412,3.21717
GLORIA,84.4,0.657055,2.95888
GLORIA,70.8,0.825127,3.71575
GLORIA,121,0.781647,3.51995
GLORIA,111,0.705915,3.17891
GLORIA,123,0.752269,3.38765
GLORIA,125,0.760951,3.42675
GLORIA,132,0.710527,3.19968
GLORIA,152,0.8322,3.7476
GLORIA,131,0.811037,3.6523
GLORIA,160,0.859191,3.86915
GLORIA,128,0.853051,3.8415
GLORIA,122,0.854982,3.85019
GLORIA,121,0.88622,3.99087
GLORIA,98,0.803622,3.61891
GLORIA,152,0.696704,3.13743
GLORIA,102,0.637403,2.87038
GLORIA,109,0.658592,2.9658
GLORIA,147,0.670874,3.02111
GLORIA,142,0.727097,3.2743
GLORIA,90.1,0.614816,2.76867
GLORIA,94.8,0.604876,2.72391
GLORIA,83.6,0.595343,2.68098
GLORIA,92,0.598776,2.69644
GLORIA,87.8,0.605057,2.72472
GLORIA,86.7,0.653881,2.94459
GLORIA,112,0.675697,3.04283
GLORIA,111,0.674452,3.03722
GLORIA,131,0.739868,3.33181
GLORIA,124,0.726308,3.27074
GLORIA,48.4,1.78538,8.04002
GLORIA,41.4,1.38135,6.22057
GLORIA,55.1,1.51615,6.82759
GLORIA,60.5,1.64582,7.41153
GLORIA,62.6,1.57756,7.10413
GLORIA,24.5,1.93411,8.70977
GLORIA,0.633,0.224248,1.00984
GLORIA,0.267,0.096218,0.433293
GLORIA,0.514,0.0791007,0.35621
GLORIA,0.115,0.0570906,0.257093
GLORIA,0.253,0.0550601,0.247949
GLORIA,0.358,0.050432,0.227108
GLORIA,7.73,0.759789,3.42151
GLORIA,6.44,0.660586,2.97478
GLORIA,3.65,0.591485,2.6636
GLORIA,4.37,0.62698,2.82345
GLORIA,11,0.726193,3.27023
GLORIA,5.91,0.746059,3.35969
GLORIA,9.06,0.735501,3.31214
GLORIA,1.89,0.253585,1.14196
GLORIA,1.6,0.249952,1.12559
GLORIA,1.28,0.252758,1.13823
GLORIA,2.31,0.192743,0.867971
GLORIA,2.85,0.181179,0.815895
GLORIA,2.42,0.263007,1.18439
GLORIA,6.3,0.726092,3.26977
GLORIA,5.71,0.719391,3.23959
GLORIA,6.11,0.729063,3.28315
GLORIA,10,5.70139,25.6747
GLORIA,1.41,0.205991,0.927629
GLORIA,1.4,0.221607,0.99795
GLORIA,1.67,0.2124,0.956487
GLORIA,4.47,0.855872,3.8542
GLORIA,3.68,0.872083,3.9272
GLORIA,5.07,0.827021,3.72428
GLORIA,42,2.24889,10.1273
GLORIA,14.4,2.27701,10.2539
GLORIA,53.7,2.041,9.19111
GLORIA,1.62,0.309276,1.39275
GLORIA,1.99,0.30933,1.39299
GLORIA,2.45,0.279101,1.25686
GLORIA,5.61,1.19069,5.36197
GLORIA,5.68,1.22468,5.51502
GLORIA,6.98,1.19045,5.36087
GLORIA,52.1,1.19355,5.37486
GLORIA,46.6,1.24291,5.59711
GLORIA,58.8,1.17921,5.31029
GLORIA,4.72,0.429053,1.93213
GLORIA,3.83,0.427104,1.92336
GLORIA,4.18,0.47145,2.12305
GLORIA,17.3,8.57535,38.6169
GLORIA,17.4,5.22107,23.5117
GLORIA,13.1,2.04986,9.23104
GLORIA,3.29,0.834333,3.75721
GLORIA,3.18,0.823179,3.70698
GLORIA,3.24,0.886224,3.99088
GLORIA,1.97,0.217667,0.980206
GLORIA,2.02,0.237867,1.07117
GLORIA,1.97,0.250494,1.12804
GLORIA,7.87,0.445504,2.00621
GLORIA,7.65,0.47794,2.15228
GLORIA,7.7,0.478789,2.15611
GLORIA,36.7,1.95633,8.80982
GLORIA,40,1.98942,8.95883
GLORIA,25.6,1.92049,8.64843
GLORIA,111,1.94632,8.76474
GLORIA,69.3,1.95032,8.78276
GLORIA,150,2.74572,12.3646
GLORIA,71.3,11.2971,50.8734
GLORIA,159,11.2488,50.6562
GLORIA,41.1,11.1493,50.208
GLORIA,18.5,5.3371,24.0343
GLORIA,1290,5.68911,25.6195
GLORIA,414,6.37065,28.6886
GLORIA,7.85,0.594358,2.67654
GLORIA,7.81,0.56777,2.55681
GLORIA,12.2,0.594163,2.67566
GLORIA,53.4,0.898047,4.04413
GLORIA,37.4,0.898853,4.04775
GLORIA,47.1,0.901866,4.06133
GLORIA,35.3,0.860849,3.87661
GLORIA,29,0.883579,3.97897
GLORIA,40,0.837293,3.77054
GLORIA,11.3,0.514871,2.31859
GLORIA,4.82,0.508187,2.28849
GLORIA,9.19,0.526982,2.37313
GLORIA,79.8,1.64456,7.40588
GLORIA,8.46,1.03136,4.64447
GLORIA,7.89,0.918762,4.13741
GLORIA,12.8,1.33943,6.0318
GLORIA,8.3,0.691978,3.11615
GLORIA,7.71,0.670338,3.0187
GLORIA,5.49,0.685702,3.08788
GLORIA,2.1,0.22819,1.0276
GLORIA,1.27,0.221883,0.999192
GLORIA,0.808,0.239224,1.07728
GLORIA,24.5,0.526389,2.37046
GLORIA,24.4,0.692296,3.11758
GLORIA,23.1,0.52038,2.3434
GLORIA,10.1,0.511032,2.3013
GLORIA,7.81,0.506614,2.28141
GLORIA,8.8,0.521412,2.34805
