# In situ Chl-a and CDOM shared by Raphe Kudela (UCSC), expressed in
# the units of Dutkiewicz et al. (2018) Fig. 10a.
# source: field  = CDOM_TChla.csv (789 Pacific/Arctic samples, 2010-2017;
#                  distinct near-surface samples, Chl-a by HPLC --
#                  R. Kudela via Q&A in claude_prompts/dutkiewicz_priors.md)
#         GLORIA = GLORIA_meta_and_lab.csv (Lehmann et al. 2023), rows with
#                  both Chla and aCDOM440
# Chl in mg m-3 (as reported);
# CDOM (mmol C m-3) = aCDOM440 * exp(-0.021*10) / 0.18
#   (shift to 450 nm with the Darwin spectral slope, then invert ccdom(450))
# QC: rows with non-positive Chl or aCDOM440 dropped.
# Written by robust/dutkiewicz2018_fig10.py.
source,Chl,aCDOM440,CDOM
GLORIA,4.75,0.750716,3.38066
GLORIA,5,0.575995,2.59385
GLORIA,4.83,0.543289,2.44656
GLORIA,437,3.28433,14.7901
GLORIA,138,2.9583,13.3219
GLORIA,164,3.14859,14.1789
GLORIA,3.19,0.140624,0.633266
GLORIA,2.75,0.154521,0.695845
GLORIA,3.25,0.158844,0.715312
GLORIA,5.92,0.346785,1.56166
GLORIA,4.07,1.14857,5.1723
GLORIA,3.3,0.359516,1.61899
GLORIA,61.9,3.77378,16.9943
GLORIA,55.9,3.77542,17.0016
GLORIA,69.6,3.59543,16.1911
GLORIA,56.4,10.0907,45.441
GLORIA,59.9,10.8853,49.019
GLORIA,46.7,11.3074,50.92
GLORIA,1.51,0.257194,1.15821
GLORIA,1.4,0.234492,1.05598
GLORIA,1.42,0.267548,1.20483
GLORIA,6.06,0.623883,2.8095
GLORIA,5.83,0.638311,2.87447
GLORIA,5.21,0.615793,2.77307
GLORIA,17.9,4.02977,18.1471
GLORIA,10.4,3.45543,15.5607
GLORIA,17.1,3.90995,17.6075
GLORIA,8.67,0.355298,1.59999
GLORIA,8.88,0.339067,1.5269
GLORIA,8.75,0.33589,1.51259
GLORIA,2.09,0.133212,0.599887
GLORIA,2.05,0.165214,0.743998
GLORIA,1.79,0.154337,0.695015
GLORIA,3.05,0.290943,1.31019
GLORIA,4.27,0.284646,1.28183
GLORIA,3.05,0.273178,1.23019
GLORIA,15.4,1.33356,6.00536
GLORIA,18.6,1.31823,5.93629
GLORIA,15,1.30001,5.85424
GLORIA,11.7,0.565363,2.54597
GLORIA,8.05,0.292566,1.31749
GLORIA,6.81,0.310492,1.39822
GLORIA,1.46,0.12699,0.571868
GLORIA,0.802,0.151281,0.681257
GLORIA,1.4,0.19256,0.867143
GLORIA,11.2,4.85384,21.858
GLORIA,4.94,3.49682,15.747
GLORIA,32.4,1.55401,6.99807
GLORIA,13.5,0.508624,2.29046
GLORIA,15.3,0.49754,2.24055
GLORIA,14.4,0.485458,2.18614
GLORIA,88.2,0.736654,3.31733
GLORIA,90.3,0.68922,3.10373
GLORIA,111,0.684529,3.0826
GLORIA,9.7,0.433915,1.95403
GLORIA,10.2,0.429554,1.93439
GLORIA,11.1,0.430045,1.9366
GLORIA,29.5,0.612989,2.76044
GLORIA,24.7,0.668933,3.01237
GLORIA,29.8,0.636065,2.86436
GLORIA,56.7,5.39873,24.3118
GLORIA,3.04,5.33746,24.0359
GLORIA,40.3,5.3232,23.9717
GLORIA,48.8,3.38833,15.2585
GLORIA,136,3.62024,16.3028
GLORIA,71.9,3.49452,15.7367
GLORIA,95.1,1.27442,5.73903
GLORIA,66.4,1.5814,7.12143
GLORIA,54.5,1.5216,6.85212
GLORIA,37,3.27133,14.7316
GLORIA,26.9,6.65116,29.9518
GLORIA,42.5,2.41713,10.8849
GLORIA,8.51,0.903498,4.06867
GLORIA,8.89,0.846651,3.81268
GLORIA,9.91,1.08845,4.90155
GLORIA,39.2,2.10432,9.47629
GLORIA,32.6,2.15389,9.69951
GLORIA,38.9,2.09133,9.41778
GLORIA,3.37,0.373429,1.68164
GLORIA,1.14,0.339018,1.52668
GLORIA,2.76,0.375679,1.69177
GLORIA,11.6,1.37198,6.17837
GLORIA,13.9,1.40022,6.30552
GLORIA,12.1,1.38685,6.24531
GLORIA,7.72,0.40363,1.81764
GLORIA,4.95,0.81786,3.68303
GLORIA,5.64,0.34816,1.56785
GLORIA,14.6,0.416893,1.87737
GLORIA,14.3,0.465243,2.0951
GLORIA,16.2,0.402057,1.81056
GLORIA,16,0.624071,2.81034
GLORIA,19.5,0.668073,3.0085
GLORIA,14.1,0.640966,2.88643
GLORIA,7.88,0.519307,2.33857
GLORIA,8.28,0.543072,2.44559
GLORIA,8.83,0.520118,2.34222
GLORIA,26.3,1.31508,5.92212
GLORIA,41,1.52362,6.86126
GLORIA,68.4,1.45317,6.544
GLORIA,54.4,1.44342,6.50007
GLORIA,25.5,1.7252,7.76899
GLORIA,33.8,1.46801,6.61083
GLORIA,129,3.75564,16.9126
GLORIA,71.5,3.40907,15.3519
GLORIA,95.3,4.10361,18.4795
GLORIA,165,2.81125,12.6598
GLORIA,102,2.69483,12.1355
GLORIA,129,2.76077,12.4324
GLORIA,72.2,4.57747,20.6135
GLORIA,46.5,6.82731,30.745
GLORIA,57.4,6.7044,30.1916
GLORIA,24.1,5.56182,25.0462
GLORIA,22.2,6.49221,29.236
GLORIA,12.7,8.85701,39.8853
GLORIA,0.78982,0.254231,1.14486
GLORIA,1.32556,0.152229,0.685526
GLORIA,1.41694,0.345724,1.55688
GLORIA,1.37584,0.184273,0.829827
GLORIA,1.03344,0.175827,0.791791
GLORIA,5.07752,0.0900324,0.405438
GLORIA,5.38289,0.048765,0.219601
GLORIA,6.05625,0.0398786,0.179583
GLORIA,5.77389,0.0211764,0.0953626
GLORIA,12.1824,0.171472,0.772183
GLORIA,11.0106,0.0726975,0.327375
GLORIA,2.66157,0.0614188,0.276584
GLORIA,10.4029,0.0514507,0.231695
GLORIA,10.9909,0.192484,0.866805
GLORIA,10.0245,0.216974,0.977087
GLORIA,10.1473,0.172747,0.77792
GLORIA,19.9835,0.268659,1.20984
GLORIA,11.6594,0.54248,2.44292
GLORIA,4.91184,0.307933,1.3867
GLORIA,11.1869,0.265901,1.19742
GLORIA,6.13592,0.110422,0.497258
GLORIA,8.39508,0.0342199,0.1541
GLORIA,3.86654,0.661282,2.97792
GLORIA,3.89625,0.127388,0.573659
GLORIA,3.65265,0.227365,1.02388
GLORIA,6.70706,0.120635,0.54325
GLORIA,11.5228,0.17572,0.791309
GLORIA,1.295,0.120401,0.542195
GLORIA,2.37505,0.0435485,0.19611
GLORIA,30.3445,0.268736,1.21018
GLORIA,29.932,0.081647,0.367676
GLORIA,22.6236,0.153674,0.692031
GLORIA,20.0205,0.0873952,0.393562
GLORIA,33.3335,0.200581,0.903264
GLORIA,17.1632,0.0945755,0.425896
GLORIA,17.5651,0.11013,0.495941
GLORIA,9.3068,0.0746919,0.336356
GLORIA,13.4155,0.0933273,0.420276
GLORIA,9.37194,0.0751555,0.338444
GLORIA,11.1362,0.161451,0.727051
GLORIA,1.58501,0.0326094,0.146848
GLORIA,2.60862,0.0161356,0.0726625
GLORIA,1.03577,0.083812,0.377426
GLORIA,2.44065,0.0250305,0.112718
GLORIA,5.57227,0.0283145,0.127507
GLORIA,7.87426,0.112488,0.506563
GLORIA,8.7216,0.0804375,0.36223
GLORIA,6.42519,0.00561893,0.0253034
GLORIA,7.71779,0.0194316,0.0875051
GLORIA,5.65035,0.0499213,0.224808
GLORIA,8.61032,0.175049,0.788287
GLORIA,4.11494,0.17477,0.787033
GLORIA,4.7357,0.228301,1.02809
GLORIA,7.31887,0.0470958,0.212084
GLORIA,3.73982,0.289167,1.30219
GLORIA,3.9933,0.187774,0.845592
GLORIA,3.73543,0.0153737,0.0692315
GLORIA,2.99004,0.261544,1.17779
GLORIA,7.45832,0.335146,1.50924
GLORIA,6.58198,0.095709,0.431001
GLORIA,5.10828,0.12321,0.554843
GLORIA,4.90391,0.0334905,0.150816
GLORIA,4.01693,0.107758,0.48526
GLORIA,5.60037,0.239938,1.0805
GLORIA,6.98968,0.135336,0.609451
GLORIA,1.26,0.0892605,0.401962
GLORIA,0.67,0.168445,0.758549
GLORIA,0.45,0.0387288,0.174405
GLORIA,0.42,0.0816414,0.367651
GLORIA,1.44,0.0890877,0.401184
GLORIA,1.19,0.0815262,0.367133
GLORIA,1.16,0.0600315,0.270337
GLORIA,0.83,0.057671,0.259707
GLORIA,0.28,0.0562892,0.253484
GLORIA,0.5,0.034238,0.154182
GLORIA,0.09,0.0844817,0.380442
GLORIA,2.23,0.145089,0.65337
GLORIA,0.63,0.107473,0.483979
GLORIA,11.75,0.273124,1.22994
GLORIA,6.24,0.538459,2.42481
GLORIA,7.48,0.337127,1.51816
GLORIA,2.72,0.228105,1.02721
GLORIA,0.57,0.127067,0.572214
GLORIA,0.49,0.126005,0.567432
GLORIA,1.19,0.159329,0.7175
GLORIA,2.02,0.188793,0.85018
GLORIA,3.35,0.220988,0.995163
GLORIA,1.32,0.682006,3.07124
GLORIA,0.37,0.109892,0.494873
GLORIA,0.96,0.0825808,0.371881
GLORIA,2.41,0.1714,0.771855
GLORIA,3.06,0.206693,0.930789
GLORIA,5.6,0.277126,1.24797
GLORIA,2.4,0.356964,1.6075
GLORIA,3.5,0.252906,1.1389
GLORIA,6.1,0.234127,1.05433
GLORIA,2.71,0.171225,0.771067
GLORIA,4.5,0.295882,1.33243
GLORIA,1.6,0.139618,0.628736
GLORIA,0.81,0.140455,0.632502
GLORIA,0.06,0.18104,0.815269
GLORIA,1.5,0.175703,0.791235
GLORIA,0.06,0.257858,1.1612
GLORIA,4.2,0.28785,1.29626
GLORIA,6.2,0.263417,1.18623
GLORIA,1.83799,0.198434,0.893596
GLORIA,2.60542,0.402286,1.81159
GLORIA,5.84982,0.0274268,0.12351
GLORIA,13.3875,0.448091,2.01786
GLORIA,9.8437,0.161968,0.729383
GLORIA,8.85042,0.110742,0.498698
GLORIA,4.71209,0.063876,0.287649
GLORIA,3.42479,0.0767834,0.345775
GLORIA,7.83772,0.320932,1.44524
GLORIA,8.24895,0.394087,1.77467
GLORIA,7.7252,0.164122,0.739082
GLORIA,17.2182,0.0281575,0.1268
GLORIA,15.0003,0.106747,0.480709
GLORIA,4.01195,0.0388568,0.174982
GLORIA,8.40033,0.139031,0.626091
GLORIA,6.64953,0.0821367,0.369882
GLORIA,0.52,0.325298,1.4649
GLORIA,5.2,0.1999,0.900199
GLORIA,1.6,0.178406,0.803406
GLORIA,0.56,0.136625,0.615258
GLORIA,0.53,0.150136,0.676101
GLORIA,1.6,0.18305,0.824319
GLORIA,2.2,0.2303,1.0371
GLORIA,3,0.189825,0.854829
GLORIA,5.6,0.656528,2.95651
GLORIA,6.6,0.338138,1.52272
GLORIA,2.21,0.141992,0.639423
GLORIA,1.82,0.137625,0.619759
GLORIA,1.62,0.00534968,0.0240909
GLORIA,2.2,0.101017,0.454903
GLORIA,2.33,0.13735,0.618521
GLORIA,2.1,0.0803167,0.361686
GLORIA,2.67,0.0905083,0.407581
GLORIA,2.17,0.0953583,0.429422
GLORIA,2.64,0.131825,0.59364
GLORIA,3.21,0.166658,0.750503
GLORIA,4.21,0.163042,0.734217
GLORIA,1.81,0.0530917,0.239085
GLORIA,1.46,0.0955417,0.430248
GLORIA,5.66,0.118025,0.531496
GLORIA,8.86,0.123642,0.556789
GLORIA,11.94,0.103125,0.464397
GLORIA,7.01,0.172475,0.776697
GLORIA,6.04,0.292658,1.31791
GLORIA,7.05,0.169033,0.761199
GLORIA,10.51,0.170117,0.766077
GLORIA,3.08,0.0805599,0.362781
GLORIA,12.23,0.226808,1.02137
GLORIA,9.21,0.392105,1.76575
GLORIA,7.12,0.641692,2.8897
GLORIA,3,0.487967,2.19744
GLORIA,5.75,0.848464,3.82084
GLORIA,2.67,0.198768,0.8951
GLORIA,2.79,7.98868,35.975
GLORIA,2.41,1.18509,5.33673
GLORIA,2.73,0.675335,3.0412
GLORIA,2.18,0.997871,4.49366
GLORIA,3.98,1.50676,6.78532
GLORIA,1.48,2.70269,12.1709
GLORIA,3.39,0.539785,2.43078
GLORIA,2.73,0.389091,1.75217
GLORIA,4.76,0.427667,1.92589
GLORIA,2.15,0.801636,3.60996
GLORIA,2.53,0.438146,1.97308
GLORIA,4.29,0.707424,3.18571
GLORIA,1.31,0.498906,2.2467
GLORIA,2.23,0.389456,1.75382
GLORIA,1.63,0.596842,2.68773
GLORIA,2.22,0.378402,1.70404
GLORIA,3.1,0.547672,2.4663
GLORIA,5.69,1.07688,4.84947
GLORIA,1.96,1.04249,4.6946
GLORIA,0.12,2.45228,11.0432
GLORIA,3.08,0.085,0.382776
GLORIA,1.44,0.0875,0.394034
GLORIA,1.58,0.0957,0.430961
GLORIA,1.63,0.0747,0.336392
GLORIA,1.99,0.1106,0.498059
GLORIA,2,0.0749,0.337293
GLORIA,2.15,0.0527,0.237321
GLORIA,3.09,0.0946,0.426007
GLORIA,2.12,0.0817,0.367915
GLORIA,2.73,0.072,0.324234
GLORIA,2.65,0.0795,0.358008
GLORIA,2.16,0.0573,0.258036
GLORIA,1.43,0.216992,0.97717
GLORIA,1.12,0.228928,1.03092
GLORIA,1.24,0.172622,0.777361
GLORIA,1.85,0.363742,1.63802
GLORIA,2.31,0.389739,1.75509
GLORIA,2.96,0.160395,0.7223
GLORIA,1.29,0.143343,0.645508
GLORIA,0.99,0.227221,1.02323
GLORIA,2.69,0.303727,1.36776
GLORIA,2.78,0.271122,1.22093
GLORIA,4.04,0.5527,2.48894
GLORIA,7.93,1.2068,5.43452
GLORIA,4.92,0.6057,2.72762
GLORIA,4.66,0.509,2.29215
GLORIA,6.15,0.5988,2.69654
GLORIA,3.11,0.5067,2.28179
GLORIA,7.3,0.9442,4.25196
GLORIA,20.99,0.3708,1.6698
GLORIA,4,0.4191,1.88731
GLORIA,4.73,0.6448,2.90369
GLORIA,4.8,0.5412,2.43716
GLORIA,3.64,0.5274,2.37501
GLORIA,6.93,0.3938,1.77338
GLORIA,4.86,0.5665,2.55109
GLORIA,7.94,0.4606,2.0742
GLORIA,4.83,0.3915,1.76302
GLORIA,1.97,0.3454,1.55542
GLORIA,3.05,0.3869,1.74231
GLORIA,3.36,0.3454,1.55542
GLORIA,4.75,0.3478,1.56623
GLORIA,9.83,0.6955,3.13201
GLORIA,11.23,0.3017,1.35863
GLORIA,5.81,0.5596,2.52002
GLORIA,0.703413,0.383135,1.72535
GLORIA,0.673093,2.10201,9.46587
GLORIA,1.27342,0.362199,1.63107
GLORIA,0.128555,2.60239,11.7192
GLORIA,0.280908,0.27636,1.24452
GLORIA,0.360802,0.36848,1.65936
GLORIA,0.867138,0.16121,0.725968
GLORIA,1.58874,0.43757,1.97049
GLORIA,4.329,0.469167,2.11278
GLORIA,2.428,0.775397,3.4918
GLORIA,1.497,0.535263,2.41042
GLORIA,1.30824,0.80605,3.62984
GLORIA,0.757401,7.02206,31.622
GLORIA,1.14471,0.13818,0.622259
GLORIA,1.41152,0.353825,1.59336
GLORIA,1.943,0.171597,0.772741
GLORIA,1.93,0.136545,0.614895
GLORIA,2.636,0.176709,0.795765
GLORIA,5.223,0.108425,0.488266
GLORIA,2.38,0.0565156,0.254504
GLORIA,3.467,0.22574,1.01656
GLORIA,2.501,0.0612137,0.275661
GLORIA,0.299087,0.13818,0.622259
GLORIA,2.06564,0.224019,1.00881
GLORIA,3.87307,0.27636,1.24452
GLORIA,2.09146,0.32242,1.45194
GLORIA,3.63208,0.27636,1.24452
GLORIA,2.22056,6.417,28.8973
GLORIA,3.30502,0.96726,4.35581
GLORIA,2.2722,0.55272,2.48903
GLORIA,3.36957,0.13818,0.622259
GLORIA,1.97957,0.0293109,0.131994
GLORIA,1.075,0.0596707,0.268712
GLORIA,1.143,0.103658,0.466798
GLORIA,1.255,0.0857407,0.386111
GLORIA,1.327,0.0610986,0.275142
GLORIA,2.106,0.140253,0.631592
GLORIA,2.2,0.0724754,0.326375
GLORIA,1.617,0.0864546,0.389326
GLORIA,1.275,0.0785093,0.353547
GLORIA,2.447,0.0833225,0.375222
GLORIA,3.122,0.156765,0.705952
GLORIA,7.114,0.114735,0.516682
GLORIA,0.622,0.0308832,0.139075
GLORIA,0.476,0.0335087,0.150898
GLORIA,0.502,0.0322881,0.145401
GLORIA,2.876,0.0645761,0.290802
GLORIA,3.002,0.164918,0.742666
GLORIA,3.575,0.097509,0.439107
GLORIA,1.165,0.0700342,0.315381
GLORIA,0.924,0.0390128,0.175684
GLORIA,0.726,0.0549265,0.247348
GLORIA,0.3,0.0181707,0.081827
GLORIA,0.345,0.0321499,0.144779
GLORIA,0.31,0.031459,0.141668
GLORIA,1.333,0.494132,2.2252
GLORIA,4.167,0.453253,2.04111
GLORIA,6.741,0.487914,2.19719
GLORIA,23.726,0.422693,1.90349
GLORIA,33.37,0.361202,1.62658
GLORIA,6.329,0.421219,1.89685
GLORIA,7.52,0.19207,0.864939
GLORIA,0.866,0.0915673,0.41235
GLORIA,0.656,0.0623192,0.280639
GLORIA,1.028,0.0740345,0.333396
GLORIA,17.454,0.253192,1.14019
GLORIA,12.027,0.101493,0.457049
GLORIA,0.368,0.0835528,0.376259
GLORIA,0.452,0.116923,0.526534
GLORIA,2.244,0.107205,0.482769
GLORIA,1.571,0.121391,0.546654
GLORIA,2.174,0.136222,0.613443
GLORIA,3.528,0.124592,0.56107
GLORIA,10.004,0.448809,2.0211
GLORIA,16.0087,0.41454,1.86678
GLORIA,1.19635,0.39151,1.76307
GLORIA,1.05172,0.20727,0.933388
GLORIA,4.35506,4.79652,21.5999
GLORIA,0.710064,0.462694,2.08362
GLORIA,0.520713,0.27636,1.24452
GLORIA,0.955088,0.13818,0.622259
GLORIA,2.94392,0.09212,0.414839
GLORIA,0.646947,2.21297,9.96556
GLORIA,1.73571,0.87514,3.94097
GLORIA,0.852076,0.43757,1.97049
GLORIA,4.56162,0.190521,0.857962
GLORIA,2.67,0.431289,1.9422
GLORIA,6.54,0.753709,3.39414
GLORIA,9.46,0.6909,3.11129
GLORIA,0.329,0.150363,0.677121
GLORIA,0.485,0.151768,0.683447
GLORIA,0.477,0.146402,0.659283
GLORIA,0.577,0.0969793,0.436722
GLORIA,0.723,0.0695736,0.313307
GLORIA,0.684,0.0442176,0.199123
GLORIA,0.579,0.123257,0.555055
GLORIA,0.737,0.0561241,0.252741
GLORIA,0.98,4.03444,18.1681
GLORIA,3.74,3.12161,14.0574
GLORIA,3.65,0.96726,4.35581
GLORIA,1.68,0.48363,2.1779
GLORIA,4.47,0.165397,0.744825
GLORIA,3.51,1.98058,8.91904
GLORIA,10.83,0.75999,3.42242
GLORIA,3.04,0.25333,1.14081
GLORIA,2.58,0.157023,0.707112
GLORIA,2.88,0.04606,0.20742
GLORIA,3.21,0.06909,0.311129
GLORIA,4.11,0.13818,0.622259
GLORIA,4.74,1.59494,7.18242
GLORIA,7.49,0.812775,3.66012
GLORIA,48.32,0.30243,1.36192
GLORIA,20.09,0.100204,0.451241
GLORIA,14.15,0.164572,0.74111
GLORIA,5.01,0.25006,1.12608
GLORIA,1.43756,0.779579,3.51064
GLORIA,2.63946,0.837446,3.77123
GLORIA,0.0785554,2.74791,12.3745
GLORIA,0.1,2.30847,10.3956
GLORIA,0.41,2.21311,9.96619
GLORIA,7.62,0.628058,2.8283
GLORIA,7.68271,0.818385,3.68539
GLORIA,10.5,0.882894,3.97589
GLORIA,9.67017,0.999884,4.50272
GLORIA,0.243522,2.60991,11.7531
GLORIA,13.07,0.401899,1.80985
GLORIA,15.9,0.527446,2.37522
GLORIA,3.3,1.62779,7.33032
GLORIA,3.04,1.08428,4.88277
GLORIA,5.68,0.223569,1.00679
GLORIA,9,0.678141,3.05384
GLORIA,9.04,0.391828,1.7645
GLORIA,1.79,0.544628,2.45259
GLORIA,1.28,0.170883,0.769526
GLORIA,2.09,0.235691,1.06138
GLORIA,1.87,0.171511,0.772355
GLORIA,12.63,0.475946,2.1433
GLORIA,13.24,0.365287,1.64498
GLORIA,22.65,0.37877,1.7057
GLORIA,2.39,0.255748,1.1517
GLORIA,9.45,0.290722,1.30919
GLORIA,17.15,0.401915,1.80992
GLORIA,14.69,0.365319,1.64512
GLORIA,15.73,0.496192,2.23447
GLORIA,14.49,0.529303,2.38358
GLORIA,4.24,0.136484,0.614622
GLORIA,16.67,0.391091,1.76118
GLORIA,16.37,0.435016,1.95898
GLORIA,16.96,0.364293,1.6405
GLORIA,20.24,0.494915,2.22872
GLORIA,13.27,0.471236,2.12209
GLORIA,17.16,0.340132,1.5317
GLORIA,8.11,0.357614,1.61042
GLORIA,11.26,0.347355,1.56423
GLORIA,13.83,0.402543,1.81275
GLORIA,12.6,0.516395,2.32546
GLORIA,1.45,0.03,0.135097
GLORIA,1.393,0.08,0.36026
GLORIA,25.566,0.325,1.46355
GLORIA,50.079,0.298,1.34197
GLORIA,16.934,0.09,0.405292
GLORIA,15.355,0.08,0.36026
GLORIA,6.366,0.39151,1.76307
GLORIA,5.84,0.493288,2.2214
GLORIA,1.995,0.11515,0.518549
GLORIA,3.105,0.09212,0.414839
GLORIA,0.908,0.0928629,0.418184
GLORIA,7.024,0.323163,1.45528
GLORIA,6.695,0.323163,1.45528
GLORIA,1.748,0.11515,0.518549
GLORIA,2.891,0.184983,0.833023
GLORIA,0.75,0.0468029,0.210765
GLORIA,0.71,0.09212,0.414839
GLORIA,10.36,0.320934,1.44525
GLORIA,10.67,0.381109,1.71623
GLORIA,2.78,0.167896,0.756078
GLORIA,7.01,0.277846,1.25121
GLORIA,0.123307,0.127036,0.572076
GLORIA,0.267842,0.593827,2.67415
GLORIA,0.303314,0.537614,2.42101
GLORIA,0.241525,0.532166,2.39648
GLORIA,0.487624,0.642611,2.89384
GLORIA,0.268267,0.595065,2.67973
GLORIA,0.229946,0.82388,3.71013
GLORIA,0.56843,0.89297,4.02126
GLORIA,0.803366,1.27755,5.7531
GLORIA,1.41678,1.30974,5.89807
GLORIA,2.92125,1.75523,7.90424
GLORIA,4.72118,0.676537,3.04661
GLORIA,2.46108,1.31865,5.93822
GLORIA,2.13453,1.28597,5.79102
GLORIA,2.73225,1.29092,5.81332
GLORIA,0.0518039,0.165172,0.743811
GLORIA,0.079158,0.204546,0.921121
GLORIA,0.120639,0.196374,0.884321
GLORIA,3.27,0.16121,0.725968
GLORIA,15.27,0.277103,1.24786
GLORIA,17.08,0.320934,1.44525
GLORIA,1.85,0.0430884,0.194038
GLORIA,1.45,0.0906342,0.408148
GLORIA,5.62,0.36848,1.65936
GLORIA,5.37,0.18424,0.829678
GLORIA,9.12,0.184983,0.833023
GLORIA,11.2,0.2303,1.0371
GLORIA,5.37,4.68029,21.0765
GLORIA,27.18,2.61502,11.7761
GLORIA,81.03,2.51473,11.3244
GLORIA,18.3,3.7316,16.8043
GLORIA,44.06,5.75676,25.9241
GLORIA,173.62,17.3342,78.06
GLORIA,40.93,5.37788,24.2179
GLORIA,59.16,15.8617,71.4293
GLORIA,131.9,2.381,10.7223
GLORIA,3.5,22.0219,99.1699
GLORIA,1.35,0.11515,0.518549
GLORIA,2.4,0.13818,0.622259
GLORIA,20.96,0.29939,1.34823
GLORIA,8.23,0.2303,1.0371
GLORIA,2.78,0.0668613,0.301093
GLORIA,3.6,0.138923,0.625604
GLORIA,7.94,0.41454,1.86678
GLORIA,9.26,0.352879,1.5891
GLORIA,0.65,0.0334306,0.150546
GLORIA,1.19,0.0312019,0.14051
GLORIA,1.69,0.06909,0.311129
GLORIA,12.81,0.25333,1.14081
GLORIA,11.67,0.2303,1.0371
GLORIA,10.3,0.20727,0.933388
GLORIA,10.65,0.223614,1.00699
GLORIA,65.3434,0.611428,2.75341
GLORIA,40.2313,0.485819,2.18776
GLORIA,31.5761,0.582671,2.62391
GLORIA,38.2921,0.697416,3.14064
GLORIA,52.1608,0.564251,2.54096
GLORIA,43.0532,0.538985,2.42718
GLORIA,48.774,0.741934,3.34111
GLORIA,50.0134,0.476501,2.1458
GLORIA,74.5129,0.556741,2.50714
GLORIA,94.9627,0.795698,3.58322
GLORIA,64.7062,0.595086,2.67982
GLORIA,53.4753,0.542064,2.44105
GLORIA,91.9691,0.551634,2.48414
GLORIA,99.0498,0.65447,2.94724
GLORIA,87.7702,0.532695,2.39886
GLORIA,116.808,0.574788,2.58841
GLORIA,84.3063,0.519282,2.33846
GLORIA,122.573,0.549492,2.4745
GLORIA,98.977,0.606413,2.73083
GLORIA,107.926,0.490216,2.20756
GLORIA,39.387,1.17274,5.28115
GLORIA,128.036,1.43477,6.46112
GLORIA,94.1261,1.66707,7.50724
GLORIA,66.1046,1.3198,5.94338
GLORIA,104.955,1.74761,7.86994
GLORIA,53.8219,1.60801,7.24127
GLORIA,78.5812,1.96963,8.86971
GLORIA,52.2121,1.99488,8.98345
GLORIA,58.7658,1.48627,6.69303
GLORIA,55.8673,1.48742,6.69822
GLORIA,28.3242,1.29395,5.82697
GLORIA,31.7674,1.43915,6.48083
GLORIA,40.9363,1.54844,6.97301
GLORIA,27.1575,1.38308,6.22836
GLORIA,35.7438,1.36689,6.15546
GLORIA,30.3119,1.54123,6.94055
GLORIA,36.4918,1.16281,5.2364
GLORIA,36.3997,1.48545,6.68933
GLORIA,21.6196,1.38119,6.21985
GLORIA,28.3545,1.48108,6.66966
GLORIA,31.4705,0.970346,4.36971
GLORIA,37.187,0.820709,3.69585
GLORIA,41.632,1.07902,4.85908
GLORIA,32.2498,0.95361,4.29434
GLORIA,37.9517,1.07693,4.84967
GLORIA,32.1227,0.917588,4.13212
GLORIA,34.186,1.22211,5.50345
GLORIA,36.4667,1.34674,6.0647
GLORIA,33.908,1.08223,4.87353
GLORIA,33.3038,1.16464,5.24468
GLORIA,31.7791,1.26299,5.68756
GLORIA,33.4095,1.088,4.89951
GLORIA,32.8498,0.965079,4.34599
GLORIA,27.9653,0.980482,4.41535
GLORIA,62.1979,1.10735,4.98665
GLORIA,52.8158,1.28497,5.78654
GLORIA,68.4938,1.39858,6.29816
GLORIA,51.6521,1.20138,5.41009
GLORIA,52.2738,1.41605,6.37681
GLORIA,56.6165,1.20582,5.4301
GLORIA,27.2998,1.64793,7.42104
GLORIA,27.9977,1.68425,7.5846
GLORIA,22.0286,1.62016,7.29597
GLORIA,42.6005,1.69617,7.63828
GLORIA,31.4838,1.62644,7.32428
GLORIA,31.5294,1.50645,6.7839
GLORIA,32.2584,1.51272,6.81217
GLORIA,33.7394,1.84082,8.28966
GLORIA,36.9404,1.41778,6.38462
GLORIA,40.141,1.74024,7.83673
GLORIA,40.5102,1.87591,8.44766
GLORIA,45.0829,1.35114,6.0845
GLORIA,42.0809,1.84329,8.30077
GLORIA,74.5474,2.11364,9.51824
GLORIA,79.7325,2.12592,9.57352
GLORIA,71.7172,2.27939,10.2647
GLORIA,90.3911,2.60153,11.7153
GLORIA,83.7064,2.59795,11.6992
GLORIA,87.4229,2.77951,12.5168
GLORIA,83.3884,2.74971,12.3826
GLORIA,8.31279,0.748375,3.37012
GLORIA,14.0734,0.727423,3.27576
GLORIA,16.0678,0.722298,3.25269
GLORIA,18.6763,0.640655,2.88503
GLORIA,24.7131,0.729637,3.28573
GLORIA,19.4015,0.678597,3.05589
GLORIA,16.4477,0.517478,2.33033
GLORIA,22.7967,0.645821,2.90829
GLORIA,17.753,0.875748,3.94371
GLORIA,34.6478,0.755024,3.40006
GLORIA,31.5468,0.697878,3.14272
GLORIA,28.4148,0.884221,3.98186
GLORIA,32.7468,0.7745,3.48777
GLORIA,39.3227,0.704139,3.17091
GLORIA,31.4421,0.714909,3.21941
GLORIA,40.3929,0.732344,3.29792
GLORIA,34.6067,0.698925,3.14743
GLORIA,32.1577,0.753691,3.39406
GLORIA,34.9677,0.7417,3.34006
GLORIA,23.2959,1.4985,6.74811
GLORIA,22.1691,1.43905,6.48041
GLORIA,51.5072,1.51365,6.81635
