lam,std,quad,const,bbp
400.0,2.4948413,2.5284540782034677,2.255275406578975,3.445719948134992
450.0,2.9092145,3.046884322058061,2.9175226588750722,3.895847681098188
500.0,3.6714191,3.7087739962861024,3.457672778791618,2.3598315984840226
550.0,4.8786335,2.9223209620055495,1.1163626897705325,2.6984844538544897
600.0,6.449896,4.408169450519519,0.2938996726826083,1.6946328054594093
650.0,7.653471,5.03001020103274,0.3126695464292954,0.9343886108102861
700.0,9.041765,5.740229488260268,0.35055946360482415,0.37358071243429536
